step,reward,transferred_from
0,11.039558,723
1,9.209905,
2,12.868983,
3,8.992986,
4,8.504426,
5,8.875108,
6,8.746284,
7,2.046896,
8,1.455961,
9,9.228062,
10,5.866304,
11,5.793894,
12,4.232421,
13,3.353568,
14,10.640494,
15,5.559496,
16,5.664751,686
17,-0.260614,
18,-0.291858,
19,1.444185,
20,5.480217,
21,6.454141,
22,6.244954,
23,8.374069,
24,9.030654,
25,8.379837,
26,5.713352,
27,9.447327,
28,2.955181,
29,9.154956,
30,5.498492,
31,10.147907,703
32,8.590008,
33,11.137854,
34,7.224319,
35,7.499001,
36,12.591186,
37,10.907682,
38,7.617619,
39,13.40413,
40,11.930282,
41,5.711034,
42,4.11902,
43,4.856399,
44,4.06065,
45,11.118137,
46,4.534186,
47,4.083421,
48,9.308623,
49,6.873908,
50,5.676808,
51,10.999677,
52,12.163783,
53,5.813355,
54,4.018551,
55,5.988058,
56,12.706016,
57,7.608189,
58,9.783171,
59,5.930415,
60,12.644506,
61,11.173332,
62,9.701942,
63,5.714991,
64,12.653067,
65,11.286805,
66,10.366904,
67,9.114999,
68,10.923591,
69,4.739914,
70,5.75809,
71,8.992744,
72,6.279716,
73,5.792482,
74,6.089181,
75,4.040229,
76,10.749629,686
77,4.164452,
78,8.046822,
79,4.514436,
80,4.495136,
81,4.903489,
82,4.119224,
83,5.712061,
84,9.763346,
85,7.637753,
86,11.564515,
87,13.583764,
88,7.97732,
89,7.919015,
90,5.716304,
91,4.008814,
92,11.511822,
93,5.334988,
94,3.925093,
95,7.48756,
96,3.20513,
97,9.006427,
98,12.707238,
99,6.018246,
100,7.562015,
101,10.938945,
102,7.302709,
103,10.367587,
104,3.986092,
105,10.555797,
106,7.410018,
107,7.11686,
108,4.92919,
109,5.80695,
110,10.987596,
111,12.352366,
112,3.476504,
113,9.134125,
114,6.325728,
115,5.226068,
116,10.352241,
117,10.414241,
118,10.302582,
119,4.088846,
120,7.628633,
121,4.021364,
122,8.531115,
123,12.640461,
124,6.48298,
125,11.084457,
126,13.117449,
127,6.891616,
128,6.00044,
129,11.852058,
130,7.967865,
131,4.839047,
132,11.129311,
133,6.887441,
134,9.465392,
135,5.613566,
136,9.880284,
137,4.203519,
138,12.263595,
139,5.984023,
140,10.750142,
141,9.404507,
142,7.669558,
143,12.414873,
144,11.46456,
145,12.066635,
146,10.205245,
147,7.654101,
148,10.376802,
149,9.305634,
150,4.712793,
151,4.518636,
152,5.972434,
153,10.409686,
154,10.365273,
155,13.65636,
156,10.085981,
157,3.732627,
158,9.995725,
159,9.03003,
160,8.655397,
161,11.803727,
162,9.803657,
163,10.253952,
164,10.385437,
165,9.844945,
166,10.34676,
167,8.338692,
168,10.691557,
169,5.356644,
170,-0.35213,
171,7.063218,
172,5.790477,
173,9.042191,
174,7.434039,
175,8.834224,
176,5.292905,
177,3.742199,
178,4.411956,
179,10.40558,
180,9.558813,
181,10.558674,
182,10.363907,
183,10.841618,
184,5.880266,
185,10.443935,
186,6.886784,
187,6.33654,
188,9.15922,
189,6.63086,
190,10.013394,
191,9.962205,
192,10.388768,
193,8.163491,
194,11.492784,
195,11.649395,
196,5.22747,
197,8.423033,
198,10.283125,
199,6.174917,
200,10.500744,
201,5.717987,
202,2.899233,
203,-0.254652,
204,6.070854,
205,9.430972,
206,9.092361,
207,7.255622,
208,4.196614,
209,5.927153,
210,11.553363,
211,10.301779,
212,5.719269,
213,6.304643,
214,12.927813,
215,12.767134,
216,5.794208,
217,7.680367,
218,8.816201,
219,12.43158,
220,11.053849,
221,5.700176,
222,12.593831,
223,5.920039,
224,5.908904,
225,10.374973,
226,10.153986,
227,6.516266,
228,12.55005,
229,8.51215,
230,11.489527,
231,11.618124,
232,5.84354,
233,8.097904,
234,8.050498,
235,11.25939,
236,9.426937,
237,7.706954,
238,9.800286,
239,7.052121,
240,7.833564,
241,4.157358,775
242,5.865068,
243,4.270006,
244,11.45526,
245,6.041166,
246,6.401386,
247,7.359376,
248,5.583012,
249,8.074775,
250,2.981951,
251,3.798405,
252,3.415068,
253,6.900279,
254,10.262889,
255,4.633165,
256,5.272287,
257,7.03701,
258,10.85102,
259,9.527964,
260,7.354899,
261,9.68233,
262,10.453035,
263,6.162584,
264,10.741169,
265,6.593601,
266,4.891709,
267,5.604788,
268,6.941036,
269,7.572898,
270,3.698241,
271,5.909743,764
272,7.325114,
273,5.661564,
274,10.750475,
275,2.591461,
276,5.456753,
277,6.805576,
278,-0.200651,
279,4.787446,
280,2.249184,
281,7.416073,
282,5.931573,
283,5.751963,
284,4.693297,
285,1.423751,
286,4.482479,743
287,5.611451,
288,6.808229,
289,7.147813,
290,7.579715,
291,7.388845,
292,9.287835,
293,5.761646,
294,6.747969,
295,6.790651,
296,4.489711,
297,4.398847,
298,4.58847,
299,4.568562,
300,5.203149,
