step,reward,transferred_from
0,6.246058,226
1,7.972221,
2,7.988245,
3,4.523344,
4,8.700433,
5,4.542506,
6,7.110834,
7,8.786405,
8,6.95254,
9,4.764576,
10,4.660055,
11,7.556483,
12,4.493581,
13,7.326723,
14,2.388438,
15,-0.250859,
16,4.283058,154
17,4.689578,
18,8.734453,
19,9.681621,
20,8.50786,
21,4.626433,
22,8.827868,
23,9.680603,
24,8.868388,
25,8.939556,
26,9.676059,
27,7.470912,
28,8.856784,
29,8.924284,
30,7.337005,
31,9.584652,
32,7.566542,
33,7.154907,
34,7.475402,
35,5.436288,
36,4.71169,
37,4.369667,
38,4.866683,
39,8.858462,
40,8.153726,
41,8.323261,
42,9.209555,
43,5.808059,
44,4.694484,
45,4.511933,
46,9.680858,179
47,9.678217,
48,7.106812,
49,7.469706,
50,7.18086,
51,4.974743,
52,7.568147,
53,9.644345,
54,9.664018,
55,7.178611,
56,4.715739,
57,8.741795,
58,9.662331,
59,7.687438,
60,4.696353,
61,5.668715,259
62,9.443971,
63,4.887943,
64,4.888984,
65,4.943941,
66,7.025101,
67,4.540542,
68,8.044075,
69,9.633195,
70,4.084567,
71,8.877177,
72,7.629807,
73,4.67694,
74,2.342156,
75,6.737266,
76,4.808513,232
77,4.332809,
78,9.659179,
79,9.673367,
80,3.42551,
81,8.674905,
82,9.672267,
83,8.52946,
84,4.522327,
85,4.697507,
86,2.701063,
87,2.423733,
88,4.024616,
89,3.298286,
90,2.73388,
91,5.561274,190
92,9.685293,
93,7.549793,
94,9.668834,
95,9.662306,
96,7.317475,
97,3.264159,
98,9.680934,
99,3.262732,
100,9.678063,
101,9.259951,
102,3.790401,
103,3.635905,
104,4.23679,
105,8.816784,
106,7.366749,
107,9.353286,
108,7.171227,
109,4.394187,
110,6.673869,
111,9.676191,
112,5.43614,
113,9.601818,
114,5.24162,
115,4.323678,
116,9.673213,
117,8.736921,
118,9.048865,
119,9.683659,
120,4.416722,
121,4.405251,
122,4.707772,
123,4.576168,
124,4.662808,
125,4.714008,
126,8.576722,
127,4.314525,
128,7.471299,
129,4.210817,
130,7.029357,
131,8.864122,
132,6.733683,
133,4.070696,
134,2.649218,
135,3.292831,
136,2.81581,220
137,3.315481,
138,4.57634,
139,4.751188,
140,4.886676,
141,4.521337,
142,3.843905,
143,-1.32689,
144,-1.393191,
145,2.723649,
146,4.667211,
147,4.788042,
148,-1.21471,
149,-1.203894,
150,-1.21762,
151,8.497551,261
152,9.667671,
153,9.660568,
154,8.747763,
155,9.217127,
156,7.19751,
157,8.627322,
158,9.593996,
159,7.047857,
160,9.591837,
161,7.513322,
162,7.649717,
163,8.880767,
164,9.269103,
165,7.454061,
166,7.575182,261
167,7.597873,
168,9.291578,
169,9.663927,
170,7.608155,
171,9.665786,
172,4.85902,
173,8.28193,
174,6.17366,
175,8.183419,
176,4.944436,
177,8.837498,
178,5.134893,
179,4.858205,
180,5.694666,
181,5.604788,
182,9.525782,
183,7.830828,
184,7.932312,
185,5.753133,
186,9.369263,
187,9.205603,
188,9.30164,
189,7.597393,
190,4.867479,
191,4.84447,
192,4.730061,
193,5.227147,
194,4.940758,
195,4.805853,
196,-0.40827,273
197,7.57274,
198,9.674411,
199,8.722387,
200,7.794122,
201,9.3195,
202,8.289924,
203,7.333456,
204,4.603655,
205,1.112904,
206,7.920957,
207,8.846694,
208,9.673959,
209,8.862228,
210,9.676801,
211,4.74614,
212,4.464822,
213,9.675953,
214,8.685617,
215,4.61404,
216,4.662947,
217,5.676456,
218,4.60913,
219,4.658297,
220,4.704603,
221,4.708651,
222,5.614657,
223,4.63389,
224,5.688992,
225,4.619789,
226,4.665734,
227,4.697956,
228,9.665714,
229,4.753191,
230,-1.379552,
231,4.715057,
232,4.669363,
233,4.61196,
234,4.729556,
235,4.598285,
236,4.989079,
237,4.563974,
238,4.51784,
239,5.610349,
240,-1.429465,
241,5.177279,232
242,4.703322,
243,5.396674,
244,5.098511,
245,5.223812,
246,5.265223,
247,5.432788,
248,5.156911,
249,-1.396926,
250,4.899174,
251,-2.544254,
252,5.03842,
253,2.439262,
254,3.683489,
255,7.244715,
256,9.4432,310
257,9.237953,
258,9.686439,
259,9.681157,
260,8.778438,
261,4.829349,
262,9.675842,
263,4.714801,
264,4.812695,
265,4.750411,
266,4.781762,
267,5.744623,
268,4.699497,
269,4.623791,
270,4.724461,
271,7.545184,259
272,9.675974,
273,4.341284,
274,8.422519,
275,6.91341,
276,7.043832,
277,5.155203,
278,4.053829,
279,-2.566068,
280,-2.580097,
281,4.892113,
282,-2.582345,
283,5.156948,
284,4.491589,
285,3.42902,
286,7.019899,338
287,6.049417,
288,4.831581,
289,8.469871,
290,5.697364,
291,6.405685,
292,9.675398,
293,8.807793,
294,7.560054,
295,5.900789,
296,6.069217,
297,6.720462,
298,6.43171,
299,5.901856,
300,9.223989,
