generation,id,novelty,score,species,parent1,parent2
442,82571,0.3867248483306365,0.013163,18,82290,82310
443,84051,0.41944889657845186,0.979988,19,83750,83763
444,84051,0.40253267891498085,0.979988,19,83750,83763
445,84051,0.4086723500866386,0.979988,19,83750,83763
446,84676,0.4023745377459339,0.735293,19,84477,84482
447,82571,0.39334949599401015,0.013163,18,82290,82310
448,84968,0.3937381272221951,0.250906,20,84528,84756
449,85159,0.38797383208340575,0.682382,19,84994,84844
450,85327,0.4188031765649659,0.583081,22,85118,85136
451,85327,0.4228197990209224,0.583081,22,85118,85136
452,85327,0.39125460742994334,0.583081,22,85118,85136
453,85327,0.4153660913203116,0.583081,22,85118,85136
454,85327,0.41705144418700396,0.583081,22,85118,85136
455,86234,0.4034705336065072,0.957521,19,85900,86118
456,86377,0.3990507361299137,0.37122,22,86198,86180
457,86667,0.3991576416452778,2.1595,19,86234,86246
458,86947,0.40027941293206537,0.661956,19,86234,86667
459,87038,0.38121765083492243,0.001203,20,86447,86782
460,87307,0.44030511524147614,0.328618,19,87153,87149
461,86377,0.3847279322078732,0.37122,22,86198,86180
462,86447,0.37739365568795186,0.557675,20,86293,86300
463,86447,0.4134660791956497,0.557675,20,86293,86300
464,87799,0.416694249985843,0.387082,19,87559,87555
465,87799,0.4099574733410507,0.387082,19,87559,87555
466,87799,0.4201077822570308,0.387082,19,87559,87555
467,88653,0.38699117538047073,0.052961,19,87799,87799
468,88758,0.3976287355100885,0.294283,21,88560,88575
469,88971,0.45886071923187716,0.653079,19,88849,88653
470,89025,0.3901924377307652,0.865643,20,88793,88794
471,89193,0.40027405777984437,1.018398,20,89025,89025
472,89603,0.3929399328532421,0.691227,19,89344,89337
473,89800,0.3862820911168291,4.621033,19,89583,89603
474,90020,0.3944410673600437,1.573867,19,89603,89804
475,90188,0.41577699105548516,1.041561,19,90015,89981
476,90297,0.43051262044343147,1.227806,20,90052,90068
477,90297,0.42641991263504947,1.227806,20,90052,90068
478,90283,0.39354833994420363,1.336764,20,90077,90052
479,90797,0.4480645640951105,1.29111,20,90297,90602
480,90797,0.41656852732346905,1.29111,20,90297,90602
481,90797,0.4419476077832619,1.29111,20,90297,90602
482,90797,0.43974408481989957,1.29111,20,90297,90602
483,90797,0.43613073202114727,1.29111,20,90297,90602
484,91495,0.39546233032984573,1.158366,19,91059,91320
485,91915,0.3749597343042243,0.361732,20,90797,91564
486,92325,0.3891933524869645,1.031021,20,91932,92004
487,92439,0.37904653897338403,1.090678,19,92246,92266
488,92594,0.3830442823895383,0.201488,22,92389,92422
489,92691,0.3993706226253616,2.053652,19,92435,92242
490,93085,0.4011569251885592,2.31302,19,92691,92848
491,92605,0.38636885048761643,0.952596,22,92417,92417
492,93403,0.3820757239024431,0.487633,21,92953,93156
493,93610,0.3853228916127267,2.396774,19,93305,93337
494,93861,0.3823627601368337,0.682141,19,93610,93629
495,93403,0.3773741076308675,0.487633,21,92953,93156
496,94201,0.40880727005665846,0.504492,19,93861,93610
497,94201,0.3919217033273504,0.504492,19,93861,93610
498,94635,0.4464128743021597,2.530839,19,94175,94421
499,94201,0.4679752827879356,0.504492,19,93861,93610
