step,score,transferred_from
0,4.089998,63
1,8.363412,
2,1.265288,
3,4.089024,
4,18.611499,
5,1.151788,
6,0.985122,
7,1.654487,
8,1.172302,
9,1.313695,
10,8.383584,
11,1.766672,
12,1.247753,
13,1.348708,
14,8.940051,
15,3.463931,
16,1.954526,45
17,1.207276,
18,1.106247,
19,1.401151,
20,6.560114,
21,3.217394,
22,3.704571,
23,1.629924,
24,1.72559,
25,1.22902,
26,4.175691,
27,1.417922,
28,1.433202,
29,0.985261,
30,15.885353,
31,1.8756,
32,3.039275,
33,1.657702,
34,8.115613,
35,18.669661,
36,3.20003,
37,1.932698,
38,1.174136,
39,2.85709,
40,3.646563,
41,1.322309,
42,3.762305,
43,1.424813,
44,18.458092,
45,3.458714,
46,3.768299,
47,1.347906,
48,1.585959,
49,1.662602,
50,1.574711,
51,1.537712,
52,1.666223,
53,1.579755,
54,1.431718,
55,8.148359,
56,3.683444,
57,1.555632,
58,1.830111,
59,1.112991,
60,1.628743,
61,8.141123,128
62,2.255964,
63,18.375091,
64,0.973841,
65,1.604516,
66,3.089973,
67,8.424385,
68,8.115987,
69,8.042197,
70,8.127676,
71,18.001493,
72,7.901628,
73,3.885892,
74,1.552295,
75,18.318631,
76,18.70363,
77,8.461162,
78,4.045561,
79,3.880795,
80,1.241028,
81,7.963136,
82,17.813115,
83,1.444586,
84,19.661127,
85,6.730786,
86,1.682362,
87,11.110065,
88,4.329205,
89,1.765322,
90,18.870925,
91,3.074107,
92,1.424942,
93,19.01922,
94,3.699545,
95,1.322349,
96,0.947978,
97,4.06839,
98,3.843283,
99,4.047143,
100,4.683202,
101,3.171197,
102,1.496006,
103,1.243612,
104,1.517271,
105,1.130169,
106,8.666552,54
107,19.202597,
108,2.813483,
109,3.084448,
110,2.793244,
111,17.64244,
112,8.966152,
113,19.495206,
114,0.798649,
115,0.891108,
116,8.121584,
117,0.825167,
118,3.517456,
119,0.83681,
120,3.634532,
121,0.905887,
122,1.227515,
123,6.5169,
124,0.652343,
125,1.479663,
126,1.036958,
127,1.425299,
128,1.571461,
129,1.285989,
130,3.942475,
131,5.229761,
132,0.776081,
133,1.535642,
134,1.32103,
135,0.717821,
136,4.003818,45
137,1.317756,
138,1.593658,
139,20.165198,
140,4.350485,
141,1.559683,
142,4.7133,
143,1.385015,
144,1.301301,
145,8.846618,
146,3.121251,
147,17.963172,
148,19.422618,
149,19.079954,
150,6.333921,
151,1.135002,
152,1.150308,
153,7.654713,
154,1.196752,
155,1.151381,
156,3.046557,
157,2.647455,
158,1.249435,
159,8.096321,
160,1.203445,
161,1.180592,
162,1.285814,
163,3.213471,
164,3.473327,
165,11.400694,
166,1.332191,
167,2.999675,
168,1.128536,
169,1.077441,
170,1.138011,
171,1.337357,
172,1.44095,
173,18.464174,
174,19.551001,
175,7.731586,
176,7.344571,
177,10.862902,
178,2.997677,
179,3.295713,
180,2.975289,
181,8.623522,168
182,1.129915,
183,19.109533,
184,18.861529,
185,8.955679,
186,18.739736,
187,19.128491,
188,3.568789,
189,8.366792,
190,19.411789,
191,19.41795,
192,8.259088,
193,3.972921,
194,3.914813,
195,19.084835,
196,18.879079,
197,8.318823,
198,19.139323,
199,8.354243,
200,1.156278,
201,1.558136,
202,8.431617,
203,1.326645,
204,1.364457,
205,1.348857,
206,15.506481,
207,4.130362,
208,0.962485,
209,1.629125,
210,1.702849,
211,2.943452,63
212,7.272592,
213,2.644319,
214,17.208129,
215,1.528999,
216,0.708021,
217,0.592765,
218,1.174046,
219,1.11912,
220,1.043162,
221,1.143882,
222,0.479045,
223,2.99141,
224,-0.889167,
225,0.757006,
226,20.15797,63
227,8.884341,
228,9.273604,
229,8.585002,
230,18.637835,
231,17.231634,
232,19.487978,
233,4.322171,
234,8.114677,
235,18.144069,
236,19.741614,
237,4.368879,
238,19.437555,
239,8.424349,
240,20.125,
241,8.606767,
242,9.395128,
243,4.183896,
244,19.202614,
245,8.984531,
246,17.881166,
247,12.728141,
248,9.487919,
249,9.653622,
250,19.709749,
251,8.967972,
252,8.535586,
253,20.002166,
254,4.894017,
255,20.065258,
256,8.756938,
257,4.873042,
258,9.063975,
259,7.187314,
260,4.487367,
261,4.390334,
262,9.607411,
263,19.365522,
264,4.78437,
265,4.084574,
266,20.493915,
267,8.306675,
268,4.116009,
269,9.900764,
270,4.028548,
271,2.159256,
272,3.754375,
273,2.221089,
274,5.353099,
275,5.875219,
276,4.906737,
277,3.959898,
278,3.719526,
279,14.845455,
280,3.882078,
281,3.731876,
282,8.66996,
283,3.740709,
284,8.965893,
285,4.209093,
286,2.43229,241
287,1.97602,
288,2.204446,
289,17.100948,
290,2.293293,
291,1.97627,
292,11.000284,
293,10.617842,
294,1.99678,
295,2.417862,
296,5.237424,
297,2.27937,
298,2.20207,
299,5.201768,
300,2.0898,
301,8.862902,93
302,19.728169,
303,3.595195,
304,8.366147,
305,19.05772,
306,13.203588,
307,9.453657,
308,8.33933,
309,9.481227,
310,19.009446,
311,9.849062,
312,17.95282,
313,7.299309,
314,17.6585,
315,2.674355,
316,19.269162,
317,19.040024,
318,9.34114,
319,4.160761,
320,10.931219,
321,1.687546,
322,3.557283,
323,1.541068,
324,7.316505,
325,15.412567,
326,8.899304,
327,3.716961,
328,12.969115,
329,9.48238,
330,1.604797,
331,7.515646,221
332,3.395115,
333,4.947135,
334,19.970519,
335,19.322737,
336,8.477975,
337,19.145957,
338,8.785623,
339,18.855643,
340,18.541538,
341,17.421004,
342,19.408855,
343,8.829402,
344,9.137075,
345,4.159617,
346,20.448682,271
347,4.471015,
348,4.951576,
349,9.647758,
350,16.727642,
351,9.25861,
352,4.080959,
353,19.868829,
354,19.023359,
355,9.442248,
356,3.236308,
357,4.553047,
358,8.96975,
359,8.374425,
360,8.96674,
361,16.851628,262
362,18.968797,
363,18.172587,
364,18.768762,
365,18.605357,
366,19.403783,
367,19.240702,
368,9.209148,
369,3.060244,
370,7.887252,
371,7.955665,
372,8.751441,
373,7.818388,
374,8.70504,
375,9.098937,
376,19.269467,
377,8.778157,
378,20.007757,
379,4.479509,
380,4.41076,
381,20.391519,
382,18.717869,
383,4.461755,
384,5.80881,
385,4.060578,
386,9.739895,
387,1.715398,
388,9.598981,
389,1.876298,
390,3.981746,
391,2.907489,
392,8.482652,
393,3.913931,
394,3.367476,
395,3.808278,
396,13.076068,
397,1.725285,
398,4.929359,
399,0.974624,
400,3.219493,
401,0.927104,
402,1.240259,
403,1.060106,
404,1.265971,
405,1.71032,
406,4.610497,271
407,19.611702,
408,4.111229,
409,4.355006,
410,1.850762,
411,4.0209,
412,4.608469,
413,6.353756,
414,4.513364,
415,6.420808,
416,2.169002,
417,2.178383,
418,1.845175,
419,2.09618,
420,2.561266,
