step,reward,transferred_from
0,7.860321,426
1,5.60574,
2,4.143915,
3,3.854936,
4,8.145619,
5,6.89579,
6,4.761902,
7,7.121869,
8,6.859722,
9,6.655157,
10,4.701329,
11,7.765991,
12,1.612113,
13,4.778485,
14,2.051864,
15,9.398312,
16,4.916899,
17,7.675938,
18,8.669929,
19,5.42396,
20,8.821805,
21,5.409937,
22,7.27842,
23,5.269461,
24,9.669171,
25,4.691231,
26,5.070864,
27,6.975655,
28,7.232178,
29,7.974753,
30,6.20895,
31,6.295808,426
32,5.62505,
33,6.271906,
34,7.788145,
35,6.651168,
36,7.552838,
37,5.003244,
38,4.676625,
39,6.571172,
40,3.798468,
41,3.327065,
42,7.240048,
43,2.658154,
44,2.568091,
45,4.507469,
46,9.676828,426
47,6.817975,
48,6.620621,
49,5.70778,
50,5.579696,
51,6.736474,
52,4.575505,
53,9.525081,
54,7.383629,
55,8.424472,
56,7.440529,
57,8.648833,
58,9.681835,
59,7.615326,
60,4.436342,
61,4.092274,
62,9.591927,
63,8.231853,
64,5.296284,
65,8.117988,
66,9.060892,
67,5.285205,
68,9.679129,
69,4.416288,
70,5.754135,
71,7.110819,
72,9.672767,
73,9.672207,
74,8.791496,
75,5.612702,
76,2.299048,
77,7.595422,
78,2.113863,
79,2.149908,
80,8.023201,
81,2.292206,
82,5.499691,
83,2.252009,
84,9.341563,
85,9.606858,
86,2.294005,
87,4.403161,
88,2.034232,
89,7.124343,
90,8.658765,
91,9.667546,
92,9.666893,
93,2.02216,
94,2.052476,
95,2.071304,
96,2.240591,
97,6.893698,
98,5.004816,
99,7.32731,
100,7.333474,
101,2.658817,
102,7.880394,
103,9.255749,
104,5.036912,
105,7.016164,
106,2.360498,
107,2.588815,
108,5.282369,
109,8.292184,
110,7.797378,
111,6.831001,
112,7.851357,
113,7.43598,
114,6.843893,
115,9.672852,
116,8.412887,
117,9.6823,
118,9.291333,
119,9.339584,
120,8.104408,
121,4.247016,
122,7.844116,
123,9.680971,
124,9.673781,
125,9.673256,
126,5.036649,
127,8.223973,
128,8.092889,
129,5.625572,
130,9.680941,
131,8.27088,
132,9.59331,
133,7.997966,
134,9.66502,
135,7.034962,
136,5.729238,401
137,6.789238,
138,7.598303,
139,9.180183,
140,4.108241,
141,4.851637,
142,7.593111,
143,7.281985,
144,6.924947,
145,7.004741,
146,6.476434,
147,6.47593,
148,9.663012,
149,7.460917,
150,9.674844,
151,6.453366,
152,7.244876,
153,9.080785,
154,6.301123,
155,5.968081,
156,3.974849,
157,7.130333,
158,9.323352,
159,4.202186,
160,4.53482,
161,5.473828,
162,5.014844,
163,7.224887,
164,7.877531,
165,4.501086,
166,7.368197,494
167,8.411946,
168,8.753375,
169,4.242553,
170,6.650127,
171,4.168813,
172,4.642741,
173,6.259214,
174,6.436591,
175,7.576031,
176,8.026071,
177,7.584127,
178,8.547393,
179,4.584427,
180,4.930442,
181,4.82489,
182,6.622068,
183,6.913257,
184,7.069136,
185,7.174394,
186,6.500478,
187,6.038208,
188,2.655577,
189,7.464161,
190,8.344499,
191,7.793592,
192,9.669739,
193,7.721159,
194,7.323296,
195,6.928412,
196,6.993064,
197,9.682241,
198,6.43921,
199,4.623054,
200,6.849545,
201,4.568547,
202,9.67213,
203,9.685043,
204,9.389634,
205,3.847294,
206,4.812355,
207,6.920277,
208,4.458536,
209,7.658982,
210,4.76597,
211,4.638368,466
212,7.919676,
213,7.309009,
214,4.137633,
215,6.534905,
216,6.29641,
217,9.500605,
218,4.612204,
219,6.93757,
220,8.9398,
221,5.144461,
222,7.293307,
223,9.668913,
224,6.42627,
225,9.68531,
226,6.210183,
227,4.541322,
228,5.291786,
229,7.52145,
230,6.648892,
231,9.677429,
232,8.995317,
233,6.43722,
234,9.669528,
235,8.271823,
236,8.354348,
237,4.10398,
238,7.756061,
239,9.514642,
240,7.363744,
241,8.231892,
242,9.09412,
243,9.666871,
244,6.225596,
245,7.373482,
246,8.975269,
247,1.726532,
248,9.251877,
249,9.682418,
250,6.953354,
251,7.434316,
252,9.494302,
253,7.767099,
254,9.667358,
255,8.148374,
256,4.50458,
257,7.748354,
258,7.623763,
259,7.266938,
260,4.159463,
261,8.069837,
262,6.701251,
263,8.034984,
264,6.886157,
265,9.68432,
266,7.803713,
267,9.685123,
268,7.740195,
269,6.361258,
270,8.175182,
271,7.07587,
272,9.396436,
273,9.675235,
274,5.119535,
275,7.065016,
276,6.914252,
277,6.415034,
278,6.960232,
279,7.395987,
280,5.669856,
281,6.444481,
282,5.069323,
283,6.770052,
284,5.532762,
285,5.367112,
286,9.664172,466
287,9.679387,
288,5.327887,
289,8.218524,
290,2.027544,
291,4.622005,
292,2.392479,
293,9.58377,
294,4.301251,
295,4.621012,
296,9.67626,
297,6.828415,
298,4.792111,
299,4.8044,
300,6.44198,
