step,reward,transferred_from
0,3.718438,108
1,3.362348,
2,5.413904,
3,2.964629,
4,3.353014,
5,3.273139,
6,3.100635,
7,3.414451,
8,2.98651,
9,11.102891,
10,2.819878,
11,11.03357,
12,11.686314,
13,3.357356,
14,3.723308,
15,2.633626,
16,5.219083,
17,3.769621,
18,5.435127,
19,5.239157,
20,5.28021,
21,5.069722,
22,10.945283,
23,10.564111,
24,10.768691,
25,8.777224,
26,10.725303,
27,11.049604,
28,3.451174,
29,11.458176,
30,5.321313,
31,2.34711,73
32,0.387743,
33,10.680488,
34,12.464622,
35,2.312648,
36,2.427874,
37,3.381486,
38,2.571113,
39,10.148213,
40,3.104605,
41,2.611894,
42,4.750711,
43,3.260177,
44,13.118123,
45,13.640777,
46,0.37987,
47,12.921742,
48,9.968392,
49,7.95451,
50,11.834321,
51,8.498157,
52,2.583473,
53,1.597609,
54,12.669384,
55,3.256423,
56,2.544767,
57,3.418554,
58,3.733682,
59,3.924155,
60,2.65032,
61,5.027909,95
62,11.142784,
63,4.617514,
64,3.784028,
65,6.721338,
66,6.379324,
67,3.398009,
68,3.737586,
69,4.796517,
70,4.838345,
71,5.142704,
72,4.624635,
73,5.880214,
74,5.659587,
75,4.275102,
76,0.448641,
77,3.612696,
78,5.751913,
79,4.037945,
80,5.192764,
81,6.347499,
82,3.369321,
83,5.378576,
84,4.874189,
85,6.013739,
86,4.815509,
87,2.405535,
88,5.219869,
89,2.309733,
90,5.516308,
91,5.294926,
92,5.474967,
93,4.394756,
94,4.140273,
95,3.605214,
96,3.88615,
97,3.839568,
98,10.560342,
99,4.055639,
100,10.812468,
101,5.502105,
102,5.018752,
103,5.807615,
104,5.86482,
105,6.025168,
106,6.417585,
107,6.491571,
108,6.055032,
109,5.674885,
110,11.801203,
111,9.155075,
112,5.590809,
113,11.622429,
114,0.41531,
115,5.004081,
116,5.293047,
117,5.243341,
118,11.636307,
119,4.521567,
120,11.731005,
121,4.986955,
122,0.380766,
123,10.597358,
124,5.100013,
125,0.424863,
126,0.404286,
127,4.686213,
128,0.409264,
129,4.602445,
130,10.233371,
131,4.47621,
132,10.089435,
133,5.318846,
134,0.406146,
135,3.856546,
136,4.04809,
137,4.03747,
138,5.59511,
139,5.128351,
140,5.450888,
141,5.148421,
142,11.58068,
143,11.362923,
144,12.128721,
145,4.691703,
146,4.346212,
147,10.865763,
148,3.932245,
149,3.839455,
150,3.924941,
151,3.528587,
152,3.749494,
153,4.072918,
154,0.492508,
155,3.950861,
156,11.835459,
157,11.918213,
158,3.624053,
159,4.438881,
160,3.744289,
161,3.761461,
162,4.953593,
163,3.636228,
164,3.933297,
165,3.721931,
166,3.679145,190
167,11.006792,
168,12.639763,
169,11.438344,
170,13.753411,
171,1.543651,
172,0.409978,
173,11.930389,
174,3.201082,
175,13.003801,
176,13.216722,
177,12.378386,
178,0.450868,
179,3.310876,
180,12.745122,
181,4.477001,
182,0.363071,
183,4.76868,
184,2.738567,
185,0.43598,
186,3.07934,
187,0.471928,
188,3.053834,
189,13.911173,
190,9.180627,
191,0.359964,
192,0.493362,
193,2.939239,
194,11.736658,
195,13.401449,
196,4.497521,
197,13.536595,
198,13.784897,
199,2.620857,
200,12.255835,
201,13.354045,
202,2.857407,
203,2.997872,
204,0.424669,
205,0.450606,
206,0.444873,
207,3.009311,
208,0.33575,
209,3.243771,
210,3.243862,
211,12.554114,191
212,11.775149,
213,5.135254,
214,12.770093,
215,5.395434,
216,5.211222,
217,0.42571,
218,5.719593,
219,4.773634,
220,5.182833,
221,5.58034,
222,0.39337,
223,9.038858,
224,0.424179,
225,2.88752,
226,9.161672,125
227,6.647913,
228,0.429455,
229,13.128543,
230,2.720197,
231,3.301741,
232,3.031605,
233,0.466981,
234,13.478046,
235,5.516322,
236,5.544382,
237,4.27676,
238,5.251405,
239,6.315511,
240,2.634834,
241,3.824248,225
242,13.504242,
243,4.066336,
244,4.017067,
245,4.975419,
246,2.969111,
247,11.779892,
248,3.222262,
249,3.641869,
250,12.301655,
251,0.477473,
252,12.68714,
253,3.242631,
254,0.482978,
255,4.49052,
256,0.4525,225
257,12.376846,
258,2.881886,
259,2.87598,
260,2.978156,
261,2.780637,
262,0.435601,
263,0.460496,
264,3.903243,
265,0.443898,
266,3.242398,
267,3.241643,
268,2.983184,
269,3.84141,
270,3.370316,
271,12.691434,210
272,2.886237,
273,3.716996,
274,0.408937,
275,2.962694,
276,2.878779,
277,2.856468,
278,2.98602,
279,0.415233,
280,3.244088,
281,3.279235,
282,3.247021,
283,0.46421,
284,2.996512,
285,2.979897,
286,2.964249,210
287,0.465964,
288,8.98152,
289,11.108198,
290,0.360863,
291,13.876541,
292,0.391266,
293,2.739118,
294,2.804358,
295,2.691043,
296,8.754005,
297,2.932606,
298,2.712491,
299,3.249248,
300,11.097767,
301,1.501921,234
302,3.267834,
303,2.547659,
304,11.401821,
305,2.370777,
306,2.813762,
307,2.390426,
308,2.391463,
309,1.511666,
310,2.41198,
311,1.50733,
312,1.509702,
313,2.841091,
314,0.423372,
315,3.817928,
316,10.8911,
317,2.556711,
318,2.554182,
319,2.550986,
320,13.568121,
321,2.725046,
322,0.438338,
323,12.183076,
324,13.283024,
325,0.387781,
326,12.856789,
327,0.429971,
328,0.382993,
329,8.679252,
330,2.59945,
