step,reward,transferred_from
0,5.429835,813
1,2.212041,
2,2.601175,
3,2.589651,
4,2.537918,
5,2.557526,
6,2.567486,
7,2.604515,
8,2.554518,
9,2.607854,
10,2.576075,
11,2.610387,
12,2.576611,
13,2.45138,
14,2.422329,
15,-1.58091,
16,2.896042,830
17,2.587725,
18,2.538478,
19,2.541283,
20,2.521307,
21,2.57379,
22,2.613955,
23,2.58193,
24,5.385925,
25,7.985691,
26,6.490689,
27,7.414861,
28,8.569108,
29,6.805313,
30,2.624617,
31,7.150466,
32,7.800382,
33,8.835486,
34,2.567223,
35,2.585448,
36,2.872077,
37,2.530699,
38,7.789904,
39,3.374978,
40,2.586974,
41,2.494632,
42,8.059487,
43,2.353836,
44,2.217249,
45,8.613614,
46,8.557033,
47,2.588677,
48,8.077384,
49,2.172339,
50,4.894862,
51,6.39424,
52,4.854559,
53,7.37813,
54,8.881795,
55,2.525603,
56,8.275473,
57,2.557262,
58,6.631884,
59,8.2426,
60,7.882469,
61,1.903156,
62,1.84701,
63,2.525446,
64,8.42579,
65,2.265455,
66,1.803492,
67,5.043039,
68,2.63387,
69,2.497637,
70,2.544196,
71,2.503201,
72,2.619007,
73,2.477143,
74,2.616259,
75,2.602464,
76,2.619753,
77,2.456268,
78,2.605313,
79,2.623868,
80,2.622755,
81,2.611693,
82,8.279411,
83,2.612573,
84,2.619699,
85,9.442261,
86,2.553961,
87,2.226156,
88,8.794849,
89,9.765849,
90,6.02705,
91,5.639773,
92,6.003814,
93,6.000496,
94,2.533574,
95,7.21567,
96,2.942114,
97,2.474256,
98,2.236719,
99,2.55457,
100,2.589479,
101,2.574797,
102,2.614424,
103,2.544953,
104,2.018518,
105,2.603286,
106,7.646986,866
107,6.890619,
108,4.704943,
109,2.854146,
110,6.230369,
111,8.06569,
112,2.612867,
113,5.529024,
114,7.653936,
115,8.078279,
116,5.504142,
117,7.138395,
118,2.622512,
119,6.080598,
120,2.605214,
121,2.568773,848
122,9.77066,
123,0.36224,
124,7.324478,
125,7.355108,
126,9.171527,
127,9.782756,
128,2.24385,
129,2.594029,
130,2.536134,
131,3.390756,
132,2.276961,
133,8.557124,
134,6.002213,
135,4.840328,
136,3.956309,
137,2.407441,
138,2.15624,
139,1.858303,
140,2.605531,
141,2.605229,
142,2.525432,
143,2.518552,
144,1.757462,
145,2.446916,
146,2.516649,
147,1.967947,
148,2.87011,
149,3.676753,
150,2.594037,
151,7.424382,897
152,7.361369,
153,4.748396,
154,2.593734,
155,6.010278,
156,2.605837,
157,2.474417,
158,2.569446,
159,2.52078,
160,4.863719,
161,2.609953,
162,2.498598,
163,6.030805,
164,5.539849,
165,6.023756,
166,4.531858,
167,8.810618,
168,6.048085,
169,6.116802,
170,7.789869,
171,7.193326,
172,8.448406,
173,2.549162,
174,2.586303,
175,2.550519,
176,2.521197,
177,8.533472,
178,2.404742,
179,4.669431,
180,6.080483,
181,5.996406,
182,7.148505,
183,6.550443,
184,7.231638,
185,6.521591,
186,7.733678,
187,8.032338,
188,4.874823,
189,7.672163,
190,8.246117,
191,6.299069,
192,7.523285,
193,9.18357,
194,7.618769,
195,7.848632,
196,7.84564,
197,7.454232,
198,7.537643,
199,6.527019,
200,7.540549,
201,7.537011,
202,7.682146,
203,8.050078,
204,7.725447,
205,8.393068,
206,7.486604,
207,7.701523,
208,6.00196,
209,5.635105,
210,5.466736,
211,5.02312,
212,8.184139,
213,6.042733,
214,5.651841,
215,8.307861,
216,8.828213,
217,7.599302,
218,8.476068,
219,8.163713,
220,7.537843,
221,7.246672,
222,4.787335,
223,6.099114,
224,8.07908,
225,4.497687,
226,4.556467,897
227,4.426811,
228,6.018924,
229,8.901784,
230,3.443027,
231,8.075025,
232,2.270468,
233,8.257468,
234,2.340414,
235,5.112348,
236,2.548677,
237,4.789496,
238,2.506101,
239,2.910419,
240,4.934415,
241,2.539323,897
242,-1.762477,
243,4.570903,
244,8.274021,
245,8.014662,
246,9.775552,
247,2.540662,
248,2.50913,
249,2.553601,
250,2.2316,
251,2.556101,
252,2.592083,
253,2.601441,
254,9.772117,
255,2.58987,
256,2.608183,
257,2.603488,
258,2.570871,
259,2.596395,
260,-2.631745,
261,-2.598005,
262,-2.588186,
263,-2.515014,
264,-2.525639,
265,4.555519,
266,5.531686,
267,2.594402,
268,2.063407,
269,-2.543038,
270,8.447589,
271,-2.590016,
272,-2.574118,
273,-2.578129,
274,-2.529129,
275,-2.581801,
276,2.608657,
277,-2.608651,
278,2.597692,
279,-0.830214,
280,-2.589074,
281,-0.280295,
282,1.840836,
283,-2.60562,
284,2.069349,
285,-2.632417,
286,2.468094,897
287,2.434872,
288,2.592807,
289,2.618471,
290,2.933034,
291,2.547235,
292,2.459344,
293,1.807921,
294,2.579394,
295,2.610245,
296,2.588742,
297,2.472922,
298,2.464956,
299,2.564624,
300,5.2257,
