step,reward,transferred_from
0,6.981051,906
1,5.662751,
2,6.898537,
3,4.36698,
4,9.487233,
5,6.250228,
6,8.392077,
7,7.585351,
8,6.982381,
9,3.746715,
10,4.10423,
11,6.94141,
12,5.359868,
13,3.747201,
14,4.367435,
15,3.860213,
16,3.758678,848
17,4.874042,
18,7.445844,
19,8.185064,
20,7.94849,
21,5.13469,
22,3.543218,
23,5.84532,
24,7.202265,
25,7.89705,
26,5.133161,
27,5.642618,
28,4.365323,
29,4.857869,
30,6.770231,
31,6.955746,839
32,9.394091,
33,8.240262,
34,6.412656,
35,9.640737,
36,6.547241,
37,9.764439,
38,9.767294,
39,6.309986,
40,9.5013,
41,7.716221,
42,9.750064,
43,9.706827,
44,8.127583,
45,9.263302,
46,9.763455,
47,5.868292,
48,6.258903,
49,9.163546,
50,8.904047,
51,9.762383,
52,8.22542,
53,7.411871,
54,9.763451,
55,9.772918,
56,8.959908,
57,9.769572,
58,6.033503,
59,8.764469,
60,8.11938,
61,4.635451,
62,6.421571,
63,8.137275,
64,8.85678,
65,9.763989,
66,7.188961,
67,9.769974,
68,4.352946,
69,9.778458,
70,9.462259,
71,9.378033,
72,9.770467,
73,5.849001,
74,9.46425,
75,9.325282,
76,9.76511,
77,5.376149,
78,9.772498,
79,9.785255,
80,9.774058,
81,9.767928,
82,9.769565,
83,9.758244,
84,9.360316,
85,9.766934,
86,7.865304,
87,9.47943,
88,9.767204,
89,8.420785,
90,9.771509,
91,7.133205,
92,6.375182,
93,6.478543,
94,8.8157,
95,9.225658,
96,9.776113,
97,6.548171,
98,6.380627,
99,6.910032,
100,9.56688,
101,6.979569,
102,5.866148,
103,9.765776,
104,9.790993,
105,9.771466,
106,9.225868,
107,9.769487,
108,5.667022,
109,8.41105,
110,9.477244,
111,8.885824,
112,4.182429,
113,9.777047,
114,9.769867,
115,6.478178,
116,9.772414,
117,8.44541,
118,9.245808,
119,9.227915,
120,4.346559,
121,6.047177,
122,4.362048,
123,3.449626,
124,9.764354,
125,6.383766,
126,9.76679,
127,4.364108,
128,9.767027,
129,6.241917,
130,9.329485,
131,8.694163,
132,8.138847,
133,9.369434,
134,9.62353,
135,8.077481,
136,7.833772,
137,9.051736,
138,9.777408,
139,4.376725,
140,9.416381,
141,9.658236,
142,9.389482,
143,9.77306,
144,9.762233,
145,8.50307,
146,9.765214,
147,9.772951,
148,9.780258,
149,9.387466,
150,9.55604,
