step,score,transferred_from
0,10.570328,237
1,4.870406,
2,9.982853,
3,9.705038,
4,9.740716,
5,9.426469,
6,10.573976,
7,9.833684,
8,9.784728,
9,9.687597,
10,12.634312,
11,9.709803,
12,10.921525,
13,10.594666,
14,14.373368,
15,20.990755,
16,10.69984,
17,19.155529,
18,10.545026,
19,9.512346,
20,11.033085,
21,9.870533,
22,9.845108,
23,9.033392,
24,9.384121,
25,10.798739,
26,9.940348,
27,11.467465,
28,11.838695,
29,21.365497,
30,10.971647,
31,19.147911,
32,10.145426,
33,10.147502,
34,20.860067,
35,16.865823,
36,20.910021,
37,10.141779,
38,20.677922,
39,20.393742,
40,10.713138,
41,10.291171,
42,10.423565,
43,10.952316,
44,10.789548,
45,14.523517,
46,10.896021,241
47,10.005878,
48,4.99989,
49,10.347888,
50,5.05647,
51,20.478027,
52,21.743012,
53,9.265723,
54,19.865841,
55,8.68699,
56,9.970931,
57,16.297435,
58,20.507554,
59,9.460789,
60,8.460896,
61,9.267636,
62,8.964494,
63,9.715308,
64,9.928198,
65,9.521899,
66,10.01301,
67,9.292608,
68,13.216956,
69,9.325365,
70,20.533919,
71,10.026882,
72,10.39726,
73,10.58565,
74,9.453411,
75,10.733049,
76,15.459981,
77,10.704463,
78,10.485979,
79,10.034416,
80,11.255198,
81,8.749519,
82,21.312534,
83,23.098508,
84,21.085998,
85,20.110963,
86,10.696666,
87,10.950593,
88,10.42807,
89,10.885035,
90,10.349269,
91,10.736488,326
92,10.644949,
93,11.069909,
94,10.601264,
95,10.605523,
96,10.844671,
97,11.064199,
98,10.521925,
99,10.280655,
100,10.624168,
101,17.282778,
102,11.244359,
103,11.955982,
104,10.997415,
105,10.569716,
106,10.983237,241
107,10.24153,
108,20.064385,
109,21.069496,
110,20.429401,
111,20.163709,
112,20.987229,
113,21.383251,
114,20.070893,
115,10.795924,
116,10.544975,
117,9.831201,
118,9.809995,
119,10.238016,
120,17.760581,
121,9.663547,
122,9.988723,
123,9.685601,
124,11.068415,
125,10.574522,
126,14.63705,
127,10.916125,
128,10.833051,
129,21.002678,
130,10.613286,
131,10.431681,
132,9.858386,
133,20.262039,
134,10.573346,
135,17.442453,
136,15.635775,
137,9.687753,
138,9.52995,
139,10.503271,
140,9.324478,
141,20.548685,
142,20.06787,
143,20.169278,
144,9.873242,
145,21.016989,
146,9.597681,
147,9.281749,
148,9.925221,
149,20.791556,
150,10.985846,
151,21.878424,
152,9.167679,
153,8.804845,
154,9.150683,
155,18.759557,
156,16.851602,
157,10.423661,
158,9.809047,
159,10.333298,
160,14.526498,
161,14.208241,
162,9.778807,
163,10.000616,
164,9.569193,
165,20.363213,
166,9.846328,
167,17.538341,
168,9.756479,
169,9.941726,
170,16.322084,
171,10.707763,
172,9.598343,
173,10.696983,
174,10.192559,
175,9.809004,
176,16.611302,
177,10.758092,
178,21.71659,
179,14.990402,
180,10.78496,
181,10.401542,
182,10.791091,
183,10.724174,
184,14.073465,
185,10.464924,
186,2.277547,
187,10.535113,
188,20.934518,
189,13.715476,
190,9.476135,
191,10.739357,
192,10.649154,
193,10.520487,
194,10.072942,
195,10.888454,
196,9.567473,340
197,18.842797,
198,8.763102,
199,19.079907,
200,18.721302,
201,16.713383,
202,9.02617,
203,9.17455,
204,8.624454,
205,13.15537,
206,8.792198,
207,8.701124,
208,8.510617,
209,8.87526,
210,18.403424,
211,8.828632,
212,9.345075,
213,9.659735,
214,18.596863,
215,18.607019,
216,9.41066,
217,8.060254,
218,8.629413,
219,19.120141,
220,9.29,
221,8.650371,
222,17.751195,
223,13.207793,
224,8.416553,
225,18.153548,
226,8.900423,
227,9.288856,
228,8.555154,
229,8.58847,
230,18.697774,
231,8.576642,
232,8.605211,
233,9.068219,
234,17.842899,
235,17.329245,
236,8.877246,
237,8.810009,
238,9.151942,
239,8.528874,
240,8.6415,
241,9.204609,291
242,9.768164,
243,9.64249,
244,9.755662,
245,9.957781,
246,9.88697,
247,9.831751,
248,10.287674,
249,10.511877,
250,9.735042,
251,9.970559,
252,9.981773,
253,10.420335,
254,10.105785,
255,10.618564,
256,10.080237,
257,9.841514,
258,9.79835,
259,10.341514,
260,10.054191,
261,9.365826,
262,9.732074,
263,9.817823,
264,9.747598,
265,10.411091,
266,9.717672,
267,9.756828,
268,9.070418,
269,9.912942,
270,10.127083,
271,11.225202,340
272,10.82237,
273,11.163105,
274,16.353157,
275,9.519882,
276,18.392939,
277,10.240948,
278,10.820359,
279,12.387821,
280,9.512572,
281,4.522128,
282,10.89261,
283,3.41081,
284,11.752529,
285,10.557846,
286,10.053385,
287,10.576749,
288,10.536961,
289,20.485326,
290,10.235573,
291,9.977253,
292,20.439747,
293,10.653788,
294,10.012007,
295,10.541189,
296,9.723942,
297,10.29715,
298,20.586072,
299,10.634565,
300,19.518922,
