generation,id,parent,success_keys
258,10353,9900,[2582]
258,10363,10336,[2579]
258,10368,10310,[2570]
258,10369,9841,[2557]
258,10371,10281,[2580]
258,10374,9797,[2571]
258,10380,10028,[2540]
259,10382,9924,[2578]
259,10384,10322,[2571]
259,10386,9970,[2562]
259,10394,10048,[2544]
259,10396,10235,[2575]
259,10402,9785,[2584]
259,10406,9817,[2559]
259,10417,10215,[2584]
259,10418,10025,[2578]
260,10432,10262,[2578]
260,10436,10246,[2552]
260,10438,9814,[2589]
260,10442,9814,[2594]
260,10457,10032,[2603]
260,10460,10010,[2577]
261,10471,10146,[2567]
261,10472,9830,[2577]
261,10477,10160,[2582]
261,10486,10262,[2570]
261,10487,10172,[2597]
261,10488,10432,[2597]
261,10489,10131,[2567]
261,10491,10028,[2600]
261,10492,10160,[2603]
261,10496,10327,[2570]
261,10500,10285,[2575]
262,10501,10226,[2594]
262,10504,10095,[2603]
262,10506,10329,[2595]
262,10507,10212,[2622]
262,10510,10406,[2597]
262,10516,10017,[2571]
262,10517,10487,[2589]
262,10522,10048,[2582]
262,10523,10100,[2605]
262,10524,10460,[2622]
262,10525,9912,[2583]
262,10526,10349,[2605]
262,10527,10301,[2605]
262,10528,10278,[2612]
262,10537,10353,[2589]
263,10543,10189,[2600]
263,10544,10353,[2631]
263,10546,10523,[2610]
263,10548,10095,[2600]
263,10549,10396,[2595]
263,10550,9947,[2622]
263,10554,10032,[2583]
263,10555,10318,[2599]
263,10556,10081,[2594]
263,10561,10249,[2575]
263,10563,10181,[2609]
263,10566,10010,[2610]
263,10572,10402,[2583]
264,10582,10112,[2610]
264,10584,10268,[2631]
264,10585,10501,[2595]
264,10591,10280,[2602]
264,10594,10442,[2648]
264,10596,10263,[2647]
264,10598,10344,[2648]
264,10599,10374,[2616]
264,10608,10261,[2616]
264,10609,10340,[2632]
264,10612,10336,[2616]
265,10621,10510,[2612]
265,10623,10129,[2612]
265,10626,10181,[2648]
265,10631,10487,[2631]
265,10634,10250,[2611]
265,10636,10585,[2619]
265,10637,10189,[2647]
265,10639,10471,[2602]
265,10642,10566,[2654]
265,10647,10218,[2602]
265,10651,10500,[2611]
266,10661,10250,[2666]
266,10666,10491,[2627]
266,10671,10642,[2619]
266,10673,10153,[2625]
266,10676,10131,[2632]
266,10689,10543,[2615]
266,10692,10348,[2647]
266,10693,10651,[2611]
266,10694,10651,[2619]
266,10696,10402,[2664]
267,10706,10442,[2621]
267,10717,10228,[2678]
267,10728,10432,[2654]
268,10742,10594,[2637]
268,10756,10330,[2637]
268,10757,10694,[2678]
268,10760,10527,[2675]
268,10762,10344,[2641]
268,10764,10689,[2632]
268,10768,10189,[2667]
268,10770,10626,[2681]
268,10771,10612,[2643]
268,10774,10246,[2627]
268,10776,10522,[2680]
269,10785,10432,[2651]
269,10786,10438,[2664]
269,10787,10596,[2649]
269,10789,10396,[2642]
269,10796,10288,[2698]
269,10802,10566,[2664]
269,10805,10285,[2665]
269,10807,10673,[2651]
269,10812,10507,[2665]
270,10821,10522,[2651]
270,10823,10554,[2667]
270,10830,10489,[2685]
270,10832,10297,[2654]
270,10833,10789,[2656]
270,10840,10363,[2697]
270,10841,10549,[2656]
270,10843,10261,[2667]
270,10844,10546,[2678]
270,10846,10548,[2645]
270,10847,10544,[2675]
270,10850,10237,[2705]
270,10852,10786,[2705]
270,10859,10634,[2671]
271,10870,10344,[2703]
271,10877,10626,[2709]
271,10884,10764,[2714]
271,10886,10596,[2686]
271,10889,10460,[2717]
271,10895,10491,[2697]
271,10898,10846,[2697]
271,10899,10537,[2717]
272,10902,10527,[2705]
272,10906,10609,[2679]
272,10912,10318,[2717]
272,10929,10517,[2679]
272,10932,10442,[2711]
272,10935,10487,[2727]
273,10941,10832,[2679]
273,10946,10524,[2710]
273,10950,10369,[2728]
273,10954,10501,[2687]
273,10956,10898,[2689]
273,10961,10417,[2675]
273,10964,10841,[2727]
273,10968,10349,[2728]
273,10969,10566,[2687]
273,10970,10852,[2720]
273,10974,10787,[2718]
274,10984,10402,[2749]
274,10985,10821,[2716]
274,10996,10946,[2736]
274,11001,10582,[2699]
274,11003,10436,[2680]
274,11011,10549,[2718]
274,11012,10964,[2736]
274,11014,10501,[2716]
274,11016,10840,[2725]
275,11025,10889,[2736]
275,11026,10523,[2718]
275,11027,10374,[2749]
275,11029,10636,[2724]
275,11036,10543,[2725]
275,11037,10946,[2725]
275,11039,10402,[2716]
275,11041,10666,[2755]
275,11045,10555,[2750]
275,11046,10964,[2703]
275,11049,10438,[2711]
275,11050,10789,[2703]
275,11055,10870,[2750]
275,11056,10566,[2727]
275,11057,10554,[2720]
275,11059,10671,[2747]
276,11066,10846,[2751]
276,11067,10954,[2749]
276,11072,10932,[2731]
276,11074,10756,[2720]
276,11077,10898,[2740]
276,11078,10985,[2765]
276,11079,10760,[2740]
276,11085,11016,[2738]
276,11087,10906,[2712]
276,11090,10968,[2755]
276,11092,11025,[2760]
276,11095,10537,[2756]
276,11097,10609,[2751]
277,11101,10929,[2755]
277,11102,10523,[2737]
277,11104,10621,[2765]
277,11108,10902,"[2738, 2740]"
277,11110,10906,[2724]
277,11113,10756,[2765]
277,11114,10585,[2731]
277,11123,10528,[2731]
277,11128,10984,[2776]
277,11135,10661,[2724]
278,11141,10833,[2769]
278,11147,11039,[2747]
278,11154,11092,[2742]
278,11158,11027,[2738]
278,11163,10642,[2742]
278,11171,10970,[2737]
278,11172,11001,[2789]
278,11173,10742,[2747]
278,11174,10561,[2737]
278,11176,10850,[2751]
278,11177,11078,[2789]
278,11178,10802,[2782]
278,11180,10823,[2767]
279,11194,11041,[2770]
279,11195,11173,[2762]
279,11198,10694,[2769]
279,11201,11014,[2760]
279,11202,10673,[2787]
279,11206,10846,[2777]
279,11208,11026,[2767]
279,11209,10932,[2767]
279,11211,10771,[2764]
279,11212,10757,[2782]
279,11213,11104,[2761]
279,11214,11085,[2762]
279,11219,10774,[2762]
280,11223,10850,[2789]
280,11224,10932,[2761]
280,11232,10623,[2760]
280,11236,10634,[2803]
280,11237,11141,[2797]
280,11240,10850,[2783]
280,11243,10996,[2782]
280,11246,10706,[2803]
280,11247,10696,[2797]
280,11250,10889,[2790]
281,11261,10671,[2802]
281,11267,11059,[2813]
281,11268,11039,[2811]
281,11271,10771,[2787]
281,11279,11171,[2770]
281,11280,10974,[2783]
281,11282,11198,[2798]
281,11295,10642,[2813]
281,11297,10844,[2777]
282,11304,10756,[2821]
282,11310,11114,[2803]
282,11312,11171,[2783]
282,11313,11078,[2798]
282,11316,10847,[2777]
282,11327,11206,[2776]
282,11337,11206,[2798]
283,11341,10884,[2813]
283,11342,11074,[2786]
283,11348,11208,[2827]
283,11355,11337,[2807]
283,11361,10898,[2793]
283,11364,11171,[2819]
283,11365,11123,[2790]
283,11371,11267,[2802]
283,11375,10850,[2802]
284,11382,11135,[2833]
284,11387,10946,[2849]
284,11392,11206,[2819]
284,11393,11327,[2812]
284,11398,10802,[2833]
284,11399,11177,[2833]
284,11400,11219,[2797]
284,11414,10821,[2812]
284,11416,11206,[2806]
285,11424,11211,[2812]
285,11425,11045,[2849]
285,11426,10846,[2856]
285,11431,10832,[2856]
285,11432,11176,[2837]
285,11433,11211,[2822]
285,11435,11178,[2826]
285,11439,10843,[2856]
285,11441,10899,[2809]
285,11443,11393,[2807]
285,11444,10859,[2828]
285,11447,11045,[2824]
285,11449,11087,[2837]
285,11454,11371,[2822]
285,11459,10929,[2829]
286,11461,11342,[2818]
286,11463,11213,[2837]
286,11466,11171,[2863]
286,11469,11208,[2868]
286,11472,11246,[2841]
286,11478,10961,[2818]
286,11483,11123,[2824]
286,11485,11246,[2821]
286,11494,11027,[2822]
286,11495,11454,[2864]
287,11509,11014,[2834]
287,11513,11271,[2860]
287,11517,11102,[2849]
287,11522,10961,[2877]
287,11527,11232,[2878]
287,11533,11454,[2877]
287,11534,11212,[2828]
287,11536,11246,[2879]
287,11537,11108,[2878]
287,11539,11123,[2828]
287,11540,11172,[2831]
288,11543,11447,[2878]
288,11551,11393,[2838]
288,11552,11393,[2836]
288,11555,11327,[2841]
288,11565,11426,[2841]
288,11573,11387,[2867]
288,11575,11123,[2880]
289,11584,11095,[2863]
289,11587,11399,[2863]
289,11588,11365,[2881]
289,11589,11114,[2892]
289,11590,11090,[2898]
289,11592,11416,[2854]
289,11614,11416,[2879]
289,11617,11555,[2850]
290,11621,11393,[2883]
290,11628,11494,[2862]
290,11638,11365,[2881]
290,11641,11074,[2851]
290,11644,11361,[2850]
290,11645,11459,[2883]
290,11649,11108,[2850]
290,11651,11463,[2881]
291,11666,11074,[2910]
291,11687,11483,[2874]
291,11689,11224,[2903]
291,11691,11141,[2879]
292,11719,11441,[2898]
292,11722,11472,[2896]
292,11725,11078,[2874]
292,11727,11645,[2874]
292,11730,11201,[2921]
292,11739,11459,[2906]
293,11744,11393,[2931]
293,11757,11364,[2921]
293,11762,11090,[2929]
293,11766,11364,[2892]
293,11768,11208,[2922]
293,11771,11536,[2933]
293,11780,11433,[2921]
294,11781,11651,[2903]
294,11794,11592,[2888]
294,11804,11327,[2896]
294,11807,11447,[2910]
294,11812,11342,[2898]
294,11813,11459,[2900]
294,11815,11762,[2892]
294,11816,11552,[2922]
294,11818,11206,[2922]
295,11824,11466,[2935]
295,11826,11313,[2900]
295,11828,11247,[2952]
295,11835,11194,[2952]
295,11847,11463,[2950]
295,11850,11472,[2904]
295,11851,11180,[2900]
295,11856,11198,[2959]
295,11857,11219,[2941]
295,11858,11236,[2935]
296,11869,11780,[2914]
296,11870,11857,[2946]
296,11873,11432,[2950]
296,11874,11341,[2944]
296,11876,11171,[2917]
296,11879,11432,[2917]
296,11887,11176,[2913]
296,11890,11443,[2910]
296,11891,11194,[2968]
296,11894,11400,[2923]
296,11896,11250,[2958]
297,11907,11828,[2945]
297,11909,11874,[2956]
297,11918,11768,[2941]
297,11928,11416,[2952]
297,11935,11575,[2929]
297,11938,11522,[2950]
298,11946,11361,[2945]
298,11949,11847,[2963]
298,11953,11431,[2989]
298,11957,11447,[2941]
298,11958,11387,[2956]
298,11961,11804,[2945]
298,11963,11213,[2974]
298,11964,11517,[2981]
298,11967,11813,[2963]
299,11984,11250,[2946]
299,11994,11461,[2989]
299,12000,11494,[2956]
299,12008,11483,[2936]
299,12016,11847,[2944]
299,12018,11250,[2968]
300,12022,11267,[3000]
300,12024,12008,[3000]
300,12035,11876,[2971]
300,12037,11279,[2968]
300,12041,11780,[2989]
300,12042,11297,[2981]
300,12046,11355,[2974]
300,12052,11375,"[2975, 2979]"
300,12053,11441,[2974]
300,12060,11964,[2985]
301,12063,11459,[3019]
301,12070,11812,[2975]
301,12071,11938,[3004]
301,12078,11870,[2959]
301,12083,11552,[3019]
301,12084,11651,[3019]
301,12085,11651,[2959]
301,12098,12041,[3001]
302,12107,11807,[2981]
302,12110,11649,[3027]
302,12114,12070,[2979]
302,12135,11946,[2970]
302,12139,11984,[2975]
303,12144,11869,[3004]
303,12149,11587,[3020]
303,12154,11984,[2982]
303,12172,11928,[2995]
303,12174,12060,[3015]
303,12177,11722,[3003]
304,12184,11816,[3002]
304,12190,11807,[3034]
304,12192,11584,[3009]
304,12198,11588,[3020]
304,12205,11540,[3038]
304,12217,11896,[3003]
305,12222,11907,[3003]
305,12227,11431,[3036]
305,12232,12190,[3015]
305,12233,11781,[3039]
305,12234,11543,[3036]
305,12236,11818,[3059]
305,12242,11928,[3004]
305,12249,11543,[3039]
305,12250,11828,[3020]
305,12253,11824,[3056]
305,12260,12084,[3009]
306,12261,11870,[3049]
306,12263,11953,[3009]
306,12264,11687,[3045]
306,12268,11485,[3016]
306,12270,11641,[3056]
306,12271,11454,[3069]
306,12275,12184,[3015]
306,12280,11641,[3065]
306,12285,12037,[3044]
306,12286,11812,[3051]
306,12287,12205,[3069]
306,12293,12018,[3069]
306,12294,11565,[3059]
307,12302,11961,[3038]
307,12304,11744,[3027]
307,12309,11816,[3079]
307,12314,12037,[3027]
307,12319,12154,[3077]
307,12321,11641,[3026]
307,12325,11543,[3036]
307,12332,11851,[3043]
307,12334,12084,[3034]
307,12337,11870,[3056]
308,12344,11961,[3038]
308,12348,11870,[3034]
308,12352,11949,[3089]
308,12353,11781,[3039]
308,12355,12174,[3088]
308,12356,12271,[3063]
308,12362,12287,[3078]
308,12363,12275,[3063]
308,12364,11870,[3088]
308,12367,12016,[3077]
308,12368,11725,[3077]
308,12373,11617,[3072]
309,12381,12234,[3072]
309,12384,12242,[3070]
309,12385,11651,[3063]
309,12386,11757,[3088]
309,12388,12177,[3064]
309,12389,11953,[3076]
309,12405,12016,[3048]
309,12419,11818,[3060]
310,12423,11957,[3070]
310,12427,11744,[3064]
310,12444,12386,[3075]
310,12452,12198,[3076]
310,12453,11964,[3059]
310,12457,12363,[3067]
310,12460,11873,[3075]
311,12461,11957,[3076]
311,12467,12263,[3070]
311,12475,12419,[3113]
311,12476,12309,[3085]
311,12477,12356,[3113]
311,12479,12373,[3072]
311,12486,12184,[3089]
311,12489,12022,[3083]
311,12499,11909,[3065]
311,12500,12285,[3113]
312,12502,12000,[3119]
312,12505,11818,[3120]
312,12508,12271,[3075]
312,12510,12479,[3090]
312,12513,12460,[3119]
312,12522,12319,[3085]
312,12523,12499,[3123]
312,12524,12467,[3110]
312,12526,12085,[3123]
312,12527,12000,[3107]
312,12528,12373,[3107]
313,12541,12427,[3110]
313,12547,12060,[3130]
313,12548,12444,[3119]
313,12551,12286,[3084]
313,12558,11847,[3094]
313,12565,12139,[3131]
313,12567,12356,[3120]
313,12569,12363,[3123]
313,12572,12523,[3107]
313,12573,12249,[3094]
313,12574,12523,[3121]
313,12578,12427,[3120]
313,12579,12444,[3137]
313,12580,12337,[3125]
314,12583,12526,[3142]
314,12585,12234,[3144]
314,12588,12373,[3144]
314,12590,12325,[3130]
314,12592,11994,[3110]
314,12593,12016,"[3095, 3105]"
314,12594,11909,[3124]
314,12596,12352,[3124]
314,12599,12427,[3139]
314,12606,12477,[3135]
314,12607,12364,[3097]
314,12610,12309,[3137]
314,12614,12569,[3137]
314,12617,12528,[3135]
315,12621,12332,[3145]
315,12623,12332,[3142]
315,12628,12154,[3142]
315,12629,12427,[3130]
315,12630,12355,[3146]
315,12645,12548,[3125]
315,12646,12084,[3146]
315,12648,12078,[3125]
315,12654,12373,[3144]
316,12663,12461,[3166]
316,12668,12217,[3124]
316,12674,12217,[3167]
316,12688,12271,[3139]
316,12692,12654,[3147]
316,12698,12319,[3147]
316,12699,12205,[3145]
317,12703,12486,[3152]
317,12706,12042,[3167]
317,12707,12698,[3152]
317,12709,12373,[3152]
317,12710,12184,[3157]
317,12716,12596,[3169]
317,12720,12260,[3139]
317,12724,12287,[3166]
317,12732,12177,[3128]
317,12733,12646,[3146]
317,12737,12334,[3166]
317,12739,12304,[3147]
318,12744,12528,[3145]
318,12751,12663,[3167]
318,12762,12280,[3164]
318,12771,12508,[3135]
319,12782,12573,[3155]
319,12784,12304,[3169]
319,12785,12574,[3165]
319,12793,12205,[3165]
319,12798,12578,[3196]
320,12823,12654,[3168]
320,12824,12593,[3155]
320,12825,12751,[3155]
320,12826,12628,[3169]
320,12828,12528,[3165]
320,12831,12629,[3176]
320,12841,12565,[3183]
320,12851,12294,[3176]
321,12861,12381,[3216]
321,12864,12275,[3176]
321,12865,12268,[3183]
321,12867,12460,[3180]
321,12871,12363,[3190]
321,12876,12739,[3180]
321,12879,12242,[3196]
321,12885,12363,[3180]
321,12887,12405,[3175]
321,12888,12573,[3185]
321,12890,12628,[3178]
321,12895,12599,[3216]
321,12896,12599,[3216]
322,12901,12771,[3183]
322,12903,12453,[3206]
322,12914,12825,[3188]
322,12927,12896,[3204]
322,12930,12352,[3219]
322,12931,12784,[3199]
322,12932,12569,[3218]
322,12934,12784,[3197]
322,12935,12476,[3185]
322,12937,12593,[3219]
323,12941,12558,[3193]
323,12945,12709,[3187]
323,12947,12367,[3213]
323,12952,12831,[3211]
323,12954,12321,[3187]
323,12956,12732,[3193]
323,12958,12572,[3219]
323,12966,12423,[3206]
323,12967,12630,[3239]
323,12972,12654,[3226]
324,12984,12896,[3218]
324,12985,12460,[3206]
324,12986,12825,[3207]
324,12998,12388,[3196]
324,13001,12353,[3226]
324,13008,12508,[3223]
324,13010,12486,[3226]
324,13014,12864,[3235]
325,13023,12423,[3250]
325,13025,12523,[3221]
325,13026,12599,[3210]
325,13029,12567,[3258]
325,13035,12513,[3210]
325,13037,12888,[3223]
325,13039,12614,[3258]
325,13041,12364,[3228]
325,13042,12901,[3222]
325,13043,13010,[3214]
325,13045,12986,[3207]
325,13048,12864,[3248]
325,13056,12930,[3228]
325,13057,12384,[3258]
325,13058,13001,[3210]
325,13059,12958,[3231]
325,13060,12709,[3239]
326,13068,12588,[3218]
326,13076,12947,[3250]
326,13077,12984,[3220]
326,13078,12703,[3248]
326,13087,12502,[3231]
326,13093,12479,[3235]
326,13095,12751,[3250]
327,13105,13068,[3231]
327,13109,12475,[3270]
327,13113,12831,[3238]
327,13117,12896,[3265]
327,13121,13095,[3238]
327,13125,12500,[3232]
327,13127,12937,[3237]
327,13130,12703,[3237]
327,13133,13077,[3259]
327,13136,13010,[3278]
327,13137,12941,[3230]
328,13141,12793,[3271]
328,13142,12710,[3263]
328,13144,13133,[3244]
328,13145,12958,[3249]
328,13149,12692,[3259]
328,13151,12565,[3256]
328,13153,12762,[3271]
328,13154,12733,[3259]
328,13157,13037,[3285]
328,13158,12986,[3271]
328,13165,12648,[3270]
328,13166,12523,[3269]
328,13170,12876,[3265]
328,13175,12937,[3263]
328,13177,12903,[3249]
328,13179,12966,[3248]
329,13183,12617,[3270]
329,13185,12744,[3275]
329,13187,12630,[3278]
329,13189,13136,[3275]
329,13193,13087,[3298]
329,13194,12945,[3269]
329,13204,13158,[3298]
329,13212,12945,[3275]
329,13219,12588,[3263]
330,13223,13219,[3267]
330,13230,13056,[3285]
330,13231,13133,[3285]
330,13233,12932,[3296]
330,13237,12606,[3283]
330,13239,13141,[3296]
330,13249,12607,[3269]
330,13256,12599,[3291]
330,13257,12646,[3290]
331,13271,12871,[3296]
331,13278,12901,[3290]
331,13280,13193,[3291]
331,13281,12606,[3279]
331,13282,12674,[3291]
331,13284,12861,[3278]
331,13291,13239,[3300]
331,13294,13008,[3301]
332,13304,13093,[3309]
332,13309,13237,[3298]
332,13314,13281,[3323]
332,13316,12984,[3301]
332,13322,13142,[3316]
332,13331,13212,[3300]
332,13332,12879,[3307]
333,13348,12861,[3312]
333,13349,12824,[3301]
333,13357,13284,[3293]
333,13363,13189,[3290]
333,13365,13048,[3335]
333,13369,12716,[3316]
333,13371,13010,[3312]
333,13375,12998,[3338]
333,13376,13077,[3322]
333,13378,12823,[3322]
333,13380,13093,[3306]
334,13383,13117,[3312]
334,13386,13026,[3306]
334,13395,13043,[3349]
334,13398,13185,[3345]
334,13401,13137,[3331]
334,13402,13177,"[3307, 3311]"
334,13405,13193,[3335]
334,13411,13237,[3335]
334,13413,12744,[3346]
334,13414,13068,[3345]
334,13419,13121,[3306]
335,13423,13060,[3311]
335,13424,13125,[3311]
335,13426,13130,[3338]
335,13428,13322,[3314]
335,13434,13233,[3314]
335,13439,13008,[3323]
335,13448,13357,[3313]
335,13451,13402,[3331]
335,13460,13378,[3307]
336,13462,13095,[3351]
336,13467,13460,[3343]
336,13471,13057,[3351]
336,13477,13165,[3345]
336,13486,13137,[3331]
336,13488,13419,[3322]
336,13490,13322,[3352]
336,13493,13383,[3336]
336,13494,12934,[3349]
336,13500,13424,[3346]
337,13515,13105,[3346]
337,13518,12890,[3354]
337,13520,12885,[3370]
337,13524,13145,[3329]
337,13530,13093,[3370]
337,13531,12887,[3370]
337,13536,13179,[3355]
337,13537,13194,[3367]
338,13542,12972,[3336]
338,13551,13105,[3338]
338,13552,13029,[3348]
338,13556,13154,[3348]
338,13563,12972,[3337]
338,13566,13357,[3367]
338,13568,12930,[3388]
338,13575,13371,[3379]
339,13584,13494,[3358]
339,13585,13257,[3379]
339,13589,13477,[3354]
339,13592,13153,[3348]
339,13593,13423,[3392]
339,13603,13462,[3355]
339,13604,13556,[3351]
339,13616,13154,[3360]
340,13621,12985,[3360]
340,13624,13371,[3384]
340,13629,13395,[3403]
340,13635,13233,[3395]
340,13639,13154,[3367]
340,13660,13471,[3403]
341,13665,13037,[3394]
341,13675,13249,[3394]
341,13677,13448,[3399]
341,13679,13500,[3363]
341,13684,13130,[3413]
341,13685,13158,[3403]
341,13686,13518,[3401]
341,13693,13121,[3401]
342,13710,13629,[3410]
342,13717,13376,[3383]
342,13722,13095,[3415]
342,13727,13566,[3376]
342,13732,13057,[3376]
342,13736,13584,[3421]
342,13739,13685,[3383]
343,13745,13322,[3436]
343,13746,13717,[3400]
343,13747,13087,[3395]
343,13748,13257,[3388]
343,13753,13194,[3406]
343,13755,13095,[3439]
343,13758,13237,[3395]
343,13761,13518,[3436]
343,13778,13095,[3412]
343,13780,13575,[3436]
344,13781,13087,[3399]
344,13782,13778,[3405]
344,13784,13078,[3389]
344,13785,13383,[3399]
344,13786,13761,[3393]
344,13788,13530,[3433]
344,13789,13747,[3447]
344,13795,13204,[3438]
344,13798,13585,[3401]
344,13817,13402,[3389]
344,13819,13439,[3435]
345,13826,13556,[3411]
345,13830,13304,[3421]
345,13832,13193,[3402]
345,13833,13165,[3441]
345,13836,13635,[3442]
345,13843,13817,[3410]
345,13845,13282,[3433]
345,13846,13395,[3427]
345,13850,13635,[3442]
345,13851,13788,[3443]
345,13854,13585,[3406]
345,13855,13386,[3417]
345,13860,13568,[3433]
346,13861,13365,[3447]
346,13863,13194,[3411]
346,13865,13402,[3413]
346,13867,13402,[3415]
346,13868,13789,[3442]
346,13870,13424,[3438]
346,13873,13486,[3441]
346,13877,13349,[3435]
346,13879,13845,[3423]
346,13884,13746,[3423]
346,13885,13739,[3405]
346,13886,13780,[3421]
346,13895,13603,[3406]
346,13898,13584,[3412]
347,13901,13575,[3462]
347,13905,13493,[3463]
347,13912,13717,[3443]
347,13913,13462,[3456]
347,13919,13309,[3427]
347,13923,13604,[3472]
347,13928,13419,[3463]
347,13935,13376,[3439]
347,13938,13753,[3447]
347,13940,13621,[3472]
348,13942,13885,[3443]
348,13947,13745,[3475]
348,13952,13870,[3485]
348,13960,13739,[3456]
348,13967,13843,[3472]
348,13969,13753,[3475]
348,13978,13781,[3439]
349,13981,13868,[3462]
349,13983,13411,[3475]
349,13996,13592,[3473]
349,14002,13552,[3488]
349,14003,13960,[3444]
349,14004,13322,[3494]
349,14013,13785,[3489]
350,14022,13500,[3497]
350,14023,13477,[3492]
350,14026,13836,[3461]
350,14033,13383,[3494]
350,14035,13901,[3497]
350,14038,13919,[3456]
350,14045,13732,[3462]
350,14049,13789,[3485]
350,14054,13371,[3497]
350,14057,13879,[3461]
350,14058,13753,[3463]
350,14060,13748,[3468]
351,14061,13745,[3487]
351,14071,13486,[3485]
351,14096,13826,[3488]
351,14099,13575,[3492]
352,14101,13942,[3473]
352,14105,13686,[3492]
352,14115,13616,[3478]
352,14133,13960,[3474]
352,14135,13826,[3489]
352,14139,13846,[3479]
353,14144,13732,[3535]
353,14150,13515,[3505]
353,14151,14139,[3505]
353,14162,13584,[3503]
353,14172,13434,[3505]
353,14178,14013,[3489]
353,14180,13477,[3494]
354,14183,13727,[3548]
354,14187,13635,[3539]
354,14189,13923,[3543]
354,14194,13488,[3537]
354,14196,13854,[3491]
354,14206,13500,[3506]
354,14210,13624,[3543]
354,14212,13556,[3502]
354,14214,14162,[3533]
355,14226,13593,[3508]
355,14229,14023,[3543]
355,14234,13843,[3498]
355,14238,13879,[3558]
355,14243,13786,[3503]
356,14261,14033,[3524]
356,14264,13901,[3508]
356,14275,13739,[3514]
356,14278,13575,[3566]
356,14279,13531,[3532]
356,14287,13868,[3547]
356,14289,14214,[3522]
356,14290,14151,[3559]
357,14304,13556,[3568]
357,14310,14003,[3573]
357,14313,13898,[3524]
357,14314,14264,[3539]
357,14316,13556,[3564]
357,14317,14022,[3575]
357,14322,13736,[3529]
357,14329,14033,[3524]
357,14331,13635,[3566]
357,14334,14162,[3537]
358,14342,14238,[3541]
358,14351,14187,[3541]
358,14354,13969,[3566]
358,14358,13624,[3564]
358,14362,14304,[3550]
358,14366,13942,[3584]
358,14369,14002,[3539]
358,14376,13870,[3585]
358,14379,14115,[3535]
359,14382,13868,[3547]
359,14386,14071,[3541]
359,14388,14096,[3547]
359,14392,13867,[3576]
359,14394,14187,[3559]
359,14398,13746,[3585]
359,14399,14002,[3560]
359,14400,13755,[3546]
359,14406,13886,[3560]
359,14407,14278,[3584]
359,14413,14310,[3563]
359,14415,13665,[3573]
359,14416,13967,[3542]
359,14417,13693,[3591]
359,14420,13732,[3581]
360,14429,14386,[3584]
360,14436,14049,[3571]
360,14443,13978,[3591]
360,14444,13919,[3568]
360,14448,13786,[3559]
360,14450,14369,[3553]
360,14451,14045,[3585]
360,14455,14407,[3604]
360,14456,14366,[3598]
360,14457,14206,[3557]
360,14458,13748,[3598]
361,14461,14331,[3564]
361,14471,14033,[3604]
361,14474,13928,[3583]
361,14476,14054,[3587]
361,14479,13867,[3583]
361,14482,13996,[3569]
361,14483,14026,[3598]
361,14486,14458,[3617]
361,14496,14369,[3616]
361,14497,14206,[3573]
361,14498,14316,[3617]
362,14502,14304,[3617]
362,14507,14133,[3624]
362,14516,14275,[3603]
362,14517,14214,[3619]
362,14519,13817,[3624]
362,14523,14054,[3604]
362,14524,14133,[3612]
362,14526,13928,[3624]
362,14529,14002,[3591]
362,14534,14316,[3603]
363,14543,14479,[3623]
363,14545,14366,[3623]
363,14559,14358,[3606]
363,14562,14483,[3588]
363,14570,14206,[3623]
363,14572,14183,[3637]
363,14580,14313,[3606]
364,14588,13928,[3621]
364,14589,14058,[3649]
364,14594,14451,[3597]
364,14595,14406,[3619]
364,14597,14455,[3606]
364,14598,14013,[3618]
364,14601,14476,[3636]
364,14612,13938,[3613]
364,14613,14342,[3646]
364,14618,14476,[3637]
365,14621,14543,[3608]
365,14622,14049,[3653]
365,14624,14033,[3635]
365,14625,14261,[3626]
365,14628,14444,[3653]
365,14629,14135,[3612]
365,14632,14613,[3612]
365,14636,14354,[3618]
365,14643,14507,[3626]
365,14644,14570,[3616]
365,14645,14313,[3608]
365,14647,14429,[3634]
365,14650,13905,[3616]
365,14655,14618,[3626]
365,14656,14523,[3627]
365,14659,14618,[3639]
366,14661,14388,[3650]
366,14671,14572,[3656]
366,14672,14342,[3648]
366,14679,14023,[3649]
366,14682,14334,[3622]
366,14684,14458,[3634]
366,14689,14516,[3619]
366,14690,14526,[3636]
366,14694,14135,[3649]
366,14696,14115,[3634]
366,14697,14398,[3653]
366,14699,14624,[3646]
367,14701,14038,[3657]
367,14705,14632,[3656]
367,14709,14101,[3627]
367,14711,14628,[3669]
367,14712,14278,[3625]
367,14714,14033,[3625]
367,14715,14696,[3648]
367,14718,14033,[3658]
367,14730,14618,[3625]
368,14743,14474,[3656]
368,14745,14060,[3652]
368,14753,14194,[3683]
368,14755,14479,"[3658, 3659]"
368,14765,14715,[3671]
368,14766,14730,[3661]
368,14768,14105,[3658]
368,14777,14448,[3663]
369,14786,14659,[3687]
369,14787,14162,[3654]
369,14788,14415,[3668]
369,14796,14629,[3698]
369,14798,14420,[3666]
369,14804,14753,[3654]
369,14807,14261,[3688]
369,14808,14310,[3689]
369,14815,14524,[3646]
369,14816,14625,[3648]
369,14818,14595,[3687]
369,14819,14629,[3670]
369,14820,14180,[3654]
370,14822,14523,[3683]
370,14835,14694,[3703]
370,14849,14712,[3661]
371,14862,14524,[3669]
371,14863,14659,[3685]
371,14873,14498,[3711]
371,14875,14482,[3678]
371,14879,14238,[3688]
