generation,id,parent,success_keys
28,1167,516,[284]
28,1172,744,[284]
28,1176,1120,[282]
28,1179,675,[251]
29,1181,638,[282]
29,1183,788,[267]
29,1185,1139,[282]
29,1188,546,[297]
29,1190,561,[276]
29,1192,1158,[297]
29,1200,788,[288]
29,1209,1162,[297]
29,1210,609,[251]
29,1215,633,[247]
29,1217,644,[255]
30,1231,632,[255]
30,1233,649,[294]
30,1241,706,[287]
30,1247,798,[288]
30,1250,929,[287]
30,1253,1151,[306]
30,1255,825,[291]
30,1260,1066,[279]
31,1261,607,[266]
31,1264,782,[269]
31,1265,798,[316]
31,1267,932,[300]
31,1269,989,[316]
31,1271,891,[287]
31,1282,842,[303]
31,1284,1163,[261]
31,1294,622,[316]
31,1300,971,[306]
32,1301,758,[279]
32,1305,670,[277]
32,1309,1155,[285]
32,1312,624,[300]
32,1313,886,[299]
32,1315,1151,[306]
32,1319,842,[275]
32,1324,670,[292]
32,1325,966,[305]
32,1327,759,[299]
32,1330,1300,[320]
32,1334,1155,[274]
32,1336,649,[300]
33,1345,1158,[338]
33,1346,1181,[338]
33,1347,1120,[330]
33,1350,1200,[303]
33,1351,1253,[338]
33,1355,890,[328]
33,1357,692,[334]
33,1358,1330,[328]
33,1360,1158,[334]
33,1364,1309,[285]
33,1365,835,[305]
33,1370,988,[299]
33,1371,1300,[328]
33,1378,910,[285]
33,1380,1255,[304]
34,1381,890,[303]
34,1387,1109,[304]
34,1389,966,[305]
34,1392,1267,[336]
34,1394,1327,[334]
34,1399,1312,[331]
34,1400,1370,[344]
35,1424,945,[350]
35,1425,988,[344]
35,1426,1392,[336]
35,1427,907,[336]
35,1428,966,[359]
35,1429,907,[354]
35,1433,912,[330]
35,1444,1241,[343]
35,1445,1312,[330]
35,1449,1294,[331]
35,1450,866,[345]
35,1451,1142,[356]
35,1453,1387,[315]
35,1455,1357,[345]
36,1461,1433,[344]
36,1463,1255,[320]
36,1464,993,[350]
36,1468,1142,[345]
36,1469,1427,[366]
36,1477,965,[329]
36,1479,1190,[354]
36,1486,1045,[362]
36,1491,844,[326]
36,1497,1313,[354]
36,1499,1334,[342]
36,1500,1231,[366]
37,1502,1428,[363]
37,1504,1265,[363]
37,1506,909,[363]
37,1508,1324,[355]
37,1511,1120,[350]
37,1520,869,[376]
37,1524,1371,[366]
37,1525,1035,[342]
37,1532,954,[333]
37,1534,1253,[376]
37,1538,912,[359]
38,1541,1534,[343]
38,1544,1151,[359]
38,1551,945,[355]
38,1558,1428,[378]
38,1559,1360,[343]
38,1562,1433,[342]
38,1564,1425,[364]
38,1565,1371,[384]
38,1566,890,[384]
38,1576,1261,[384]
38,1577,1265,[375]
39,1583,1511,[364]
39,1584,1200,[378]
39,1587,980,[375]
39,1588,1109,[380]
39,1589,1319,[396]
39,1590,1564,[389]
39,1592,1179,[375]
39,1597,1399,[396]
39,1598,1059,[376]
39,1602,1378,[380]
39,1603,989,[362]
39,1604,1141,[378]
39,1610,1176,[380]
39,1611,993,[389]
39,1612,1538,[358]
39,1613,971,[396]
40,1622,1577,[385]
40,1629,1428,[364]
40,1632,1455,[407]
40,1633,1577,[389]
40,1634,1449,[385]
40,1639,1261,[362]
40,1645,1610,[394]
40,1646,1511,[394]
40,1649,1612,[385]
40,1651,1176,[356]
41,1662,1645,[419]
41,1663,1444,"[407, 411]"
41,1665,1162,[411]
41,1667,1576,[369]
41,1668,1185,[390]
41,1669,1424,[410]
41,1670,1525,[369]
41,1673,1305,[392]
41,1677,1351,[419]
41,1679,1455,[407]
41,1683,1584,[394]
41,1685,1265,[411]
41,1686,1260,[419]
41,1691,1325,[410]
41,1700,1190,[390]
42,1701,1499,[415]
42,1706,1433,[414]
42,1709,1309,[383]
42,1712,1622,[420]
42,1717,1686,[420]
42,1719,1449,[413]
42,1724,1632,[427]
42,1725,1610,[390]
42,1730,1271,[371]
42,1731,1381,[420]
42,1733,1588,[383]
42,1734,1188,[414]
42,1737,1172,[414]
42,1739,1176,[371]
43,1742,1315,[422]
43,1743,1603,[427]
43,1745,1381,[437]
43,1750,1583,[433]
43,1751,1597,[422]
43,1753,1261,[398]
43,1754,1632,[410]
43,1757,1673,[422]
43,1764,1576,[432]
43,1765,1541,[416]
43,1766,1538,[432]
43,1769,1399,[437]
43,1772,1209,[428]
43,1773,1604,[432]
43,1775,1610,[437]
43,1777,1611,[439]
44,1782,1477,[415]
44,1785,1541,[439]
44,1788,1334,[445]
44,1794,1745,[433]
44,1797,1387,[449]
44,1798,1725,[413]
44,1799,1319,[427]
44,1802,1360,[439]
44,1803,1350,[416]
44,1813,1486,[415]
44,1818,1453,[404]
44,1819,1677,[428]
45,1822,1785,[444]
45,1824,1577,[433]
45,1829,1629,[449]
45,1833,1750,[404]
45,1834,1500,[404]
45,1839,1399,[440]
45,1840,1669,[444]
45,1851,1725,[413]
45,1852,1686,[428]
45,1855,1632,[445]
46,1862,1662,[464]
46,1876,1773,[416]
46,1878,1772,[457]
46,1879,1785,[450]
46,1882,1665,[456]
46,1883,1673,[450]
46,1886,1818,[464]
46,1890,1360,[450]
46,1891,1651,[464]
46,1898,1797,[456]
47,1903,1598,[444]
47,1906,1538,[473]
47,1908,1583,[466]
47,1912,1541,[456]
47,1928,1813,[477]
47,1934,1541,[457]
48,1943,1461,[477]
48,1945,1651,[445]
48,1946,1878,[477]
48,1948,1559,[449]
48,1953,1400,[466]
48,1958,1739,[459]
48,1964,1511,[462]
