generation,id,fitness,species,parent1,parent2
20,81,1.551399,1,77,79
20,82,1.489442,1,77,79
20,83,1.489502,1,77,77
20,84,1.54706,1,79,77
21,85,1.520614,1,84,81
21,86,1.674867,1,84,81
21,87,1.536923,1,81,84
21,88,1.500528,1,81,81
22,89,1.513594,1,87,87
22,90,1.971584,1,87,86
22,91,0.0,1,87,86
22,92,1.53062,1,86,86
23,93,1.51654,1,92,90
23,94,1.534254,1,90,90
23,95,1.495665,1,90,92
23,96,1.909581,1,90,90
24,97,1.984133,1,96,94
24,98,1.541624,1,94,94
24,99,1.516637,1,96,96
24,100,1.648252,1,96,94
25,101,1.832395,1,97,97
25,102,1.520592,1,100,100
25,103,2.153173,1,100,97
25,104,1.785862,1,97,97
26,105,1.868666,1,103,101
26,106,1.814697,1,103,103
26,107,1.498187,1,101,103
26,108,0.761309,1,103,101
27,109,1.920404,1,106,105
27,110,1.70983,1,105,106
27,111,0.011808,1,105,106
27,112,1.795823,1,106,106
28,113,1.719099,1,112,109
28,114,1.913862,1,112,109
28,115,0.0,1,112,109
28,116,1.518261,1,109,112
29,117,1.807197,1,114,114
29,118,1.549813,1,113,113
29,119,1.520428,1,114,114
29,120,1.499824,1,114,113
30,121,1.4919,1,117,117
30,122,1.51472,1,118,117
30,123,1.533257,1,118,118
30,124,1.527308,1,117,117
31,125,1.550285,1,123,123
31,126,1.49158,1,124,124
31,127,1.502136,1,123,123
31,128,1.541009,1,124,124
32,129,1.496346,1,125,128
32,130,1.497158,1,125,125
32,131,0.302565,1,125,128
32,132,1.499898,1,128,125
33,133,1.532393,1,130,132
33,134,1.491448,1,130,132
33,135,1.519043,1,132,132
33,136,1.499116,1,130,132
34,137,1.50909,1,133,133
34,138,1.49389,1,133,135
34,139,1.507212,1,135,135
34,140,1.538562,1,135,135
35,141,1.523262,1,137,137
35,142,1.526486,1,137,140
35,143,1.540439,1,140,140
35,144,1.096167,1,137,140
36,145,1.542129,1,142,143
36,146,1.235423,1,142,143
36,147,1.536453,1,143,143
36,148,1.525036,1,142,143
37,149,1.509041,1,147,145
37,150,1.528935,1,147,145
37,151,1.571385,1,145,145
37,152,1.532806,1,147,147
38,153,1.51733,1,152,151
38,154,1.534136,1,152,152
38,155,1.512306,1,151,151
38,156,1.531503,1,151,151
39,157,1.542512,1,154,154
39,158,1.499576,1,154,156
39,159,1.522485,1,154,154
39,160,1.612765,1,156,156
40,161,1.517468,1,160,157
40,162,1.522235,1,160,157
40,163,1.527425,1,157,157
40,164,1.511111,1,157,157
41,165,1.523799,1,163,163
41,166,1.530141,1,162,162
41,167,1.526069,1,162,163
41,168,1.515137,1,162,163
42,169,0.031299,1,166,166
42,170,1.525862,1,166,166
42,171,1.506989,1,167,166
42,172,1.532,1,167,166
43,173,1.518033,1,170,170
43,174,1.512946,1,170,172
43,175,1.531917,1,170,170
43,176,1.633689,1,170,170
44,177,1.549892,1,175,176
44,178,0.326331,1,175,175
44,179,1.541551,1,175,175
44,180,1.591009,1,175,176
45,181,2.643272,1,180,177
45,182,0.035723,1,177,180
45,183,1.575894,1,180,180
45,184,1.586419,1,177,177
46,185,0.163602,1,184,184
46,186,0.103781,1,184,184
46,187,1.608894,1,184,184
46,188,1.626496,1,184,184
47,189,1.568103,1,187,187
47,190,0.342181,1,187,187
47,191,0.0,1,188,187
47,192,1.536696,1,187,188
48,193,1.550089,1,192,192
48,194,1.493416,1,189,189
48,195,0.689279,1,189,189
48,196,1.570565,1,189,192
49,197,1.559086,1,193,196
49,198,1.530267,1,193,193
49,199,1.534045,1,193,193
49,200,1.599538,1,193,193
50,201,1.536865,1,197,197
50,202,1.549156,1,200,200
50,203,1.51681,1,200,197
50,204,1.564895,1,197,200
51,205,1.553518,1,204,204
51,206,1.02304,1,202,202
51,207,1.558465,1,204,204
51,208,1.398178,1,204,202
52,209,1.485591,1,205,205
52,210,1.527611,1,207,205
52,211,1.516844,1,205,205
52,212,1.618622,1,207,207
53,213,1.593165,1,210,210
53,214,1.504983,1,210,212
53,215,1.344557,1,210,210
53,216,1.580343,1,212,212
54,217,1.525157,1,213,216
54,218,1.569286,1,216,216
54,219,1.520216,1,213,216
54,220,1.603271,1,216,213
55,221,1.578579,1,220,218
55,222,1.599708,1,218,218
55,223,1.587384,1,220,218
55,224,1.667773,1,220,218
56,225,1.667738,1,224,224
56,226,1.598304,1,224,222
56,227,1.608775,1,224,222
56,228,1.595433,1,224,222
57,229,1.550096,1,225,225
57,230,1.607967,1,227,227
57,231,1.503131,1,227,227
57,232,1.520958,1,225,225
58,233,1.521778,1,229,229
58,234,1.619893,1,230,230
58,235,1.520257,1,229,230
58,236,1.488908,1,230,229
59,237,1.657213,1,233,233
59,238,1.620939,1,234,234
59,239,1.781321,1,234,233
59,240,1.74216,1,233,233
60,241,1.504293,1,239,240
60,242,1.534928,1,240,240
60,243,1.590254,1,239,239
60,244,1.523706,1,240,239
61,245,1.555741,1,242,243
61,246,1.818258,1,243,242
61,247,1.591191,1,243,243
61,248,0.022864,1,243,242
62,249,2.790857,1,246,246
62,250,1.610137,1,246,246
62,251,1.536666,1,247,246
62,252,0.057712,1,247,247
63,253,1.591036,1,249,250
63,254,1.548986,1,249,249
63,255,1.532569,1,249,250
63,256,1.50017,1,249,249
64,257,1.529128,1,253,253
64,258,0.022977,1,254,253
64,259,1.524962,1,254,253
64,260,1.526363,1,254,254
65,261,1.521089,1,260,257
65,262,1.509116,1,260,260
65,263,1.546734,1,257,260
65,264,1.49043,1,257,257
66,265,1.511993,1,261,261
66,266,1.197331,1,261,261
66,267,1.502307,1,263,263
66,268,1.537507,1,263,261
67,269,1.503342,1,265,265
67,270,1.524926,1,265,265
67,271,1.509952,1,268,268
67,272,1.500526,1,265,268
68,273,1.504981,1,271,270
68,274,1.507178,1,270,270
68,275,1.503477,1,270,271
68,276,1.528138,1,271,270
69,277,1.515576,1,276,274
69,278,1.505192,1,276,276
69,279,1.559336,1,274,274
69,280,1.522741,1,274,274
70,281,1.53672,1,280,280
70,282,1.500505,1,279,279
70,283,1.522993,1,279,280
70,284,1.503441,1,279,280
71,285,1.523762,1,283,281
71,286,1.538965,1,281,283
71,287,1.134159,1,281,283
71,288,1.208769,1,281,281
72,289,1.523341,1,285,285
72,290,1.513954,1,285,285
72,291,1.52909,1,286,285
72,292,1.510658,1,286,285
73,293,1.514999,1,291,291
73,294,1.518748,1,291,289
73,295,1.527003,1,291,291
73,296,1.486239,1,289,289
74,297,1.538063,1,294,295
74,298,1.501795,1,295,295
74,299,1.056486,1,294,294
74,300,1.526855,1,295,294
75,301,1.522771,1,297,297
75,302,1.519343,1,300,297
75,303,1.524471,1,300,297
75,304,1.526077,1,300,297
76,305,0.033037,1,304,303
76,306,0.755957,1,303,303
76,307,1.522097,1,304,304
76,308,1.529455,1,304,304
77,309,0.041522,1,307,308
77,310,1.518896,1,308,307
77,311,1.52986,1,308,308
77,312,1.527725,1,308,307
78,313,1.53573,1,312,312
78,314,1.527697,1,311,311
78,315,0.05538,1,312,311
78,316,1.510513,1,312,312
79,317,0.890689,1,313,314
79,318,1.520742,1,314,313
79,319,0.033673,1,314,314
79,320,1.517516,1,313,313
80,321,1.516437,1,318,320
80,322,0.021789,1,320,318
80,323,1.512423,1,320,318
80,324,0.061143,1,320,318
81,325,0.528403,1,323,323
81,326,1.519483,1,323,323
81,327,1.522146,1,321,321
81,328,1.524442,1,323,321
82,329,1.511719,1,327,328
82,330,1.51939,1,328,327
82,331,1.521973,1,328,327
82,332,1.511267,1,327,327
83,333,1.523218,1,330,330
83,334,1.118198,1,331,330
83,335,1.51338,1,330,330
83,336,1.516788,1,330,330
84,337,0.5857,1,336,336
84,338,0.560898,1,333,336
84,339,1.517356,1,336,336
84,340,1.175122,1,336,336
85,341,0.567225,1,340,340
85,342,1.521853,1,339,340
85,343,1.524339,1,339,339
85,344,1.511462,1,339,339
86,345,1.515798,1,342,342
86,346,1.523507,1,342,342
86,347,1.527898,1,342,342
86,348,1.522241,1,343,342
87,349,1.854496,1,347,346
87,350,1.509698,1,347,346
87,351,1.514501,1,346,347
87,352,0.253848,1,346,346
88,353,1.519309,1,351,349
88,354,1.543039,1,349,351
88,355,2.884881,1,349,351
88,356,1.53244,1,349,349
89,357,1.518028,1,354,355
89,358,1.520505,1,354,354
89,359,1.520473,1,354,355
89,360,1.5466,1,354,355
90,361,1.513237,1,360,358
90,362,1.432046,1,360,360
90,363,1.511935,1,358,358
90,364,1.544409,1,358,358
91,365,1.534531,1,364,361
91,366,1.511753,1,361,364
91,367,1.523072,1,361,361
91,368,1.519682,1,361,364
92,369,1.472215,1,367,365
92,370,1.490794,1,367,367
92,371,1.517943,1,367,365
92,372,1.532035,1,367,367
93,373,1.528251,1,372,372
93,374,1.519872,1,372,371
93,375,1.554203,1,372,371
93,376,1.524054,1,372,372
94,377,1.52281,1,375,375
94,378,1.521241,1,375,375
94,379,1.508297,1,375,375
94,380,1.40492,1,373,375
95,381,1.504143,1,378,378
95,382,1.531526,1,378,378
95,383,1.528498,1,378,378
95,384,1.518307,1,378,377
96,385,1.530665,1,383,382
96,386,1.509792,1,382,383
96,387,1.544798,1,382,382
96,388,1.517399,1,382,383
97,389,1.503155,1,387,385
97,390,0.531935,1,385,385
97,391,0.138681,1,385,387
97,392,1.50144,1,387,385
98,393,0.030628,1,389,392
98,394,1.549389,1,392,389
98,395,1.551094,1,389,392
98,396,1.500478,1,389,389
99,397,3.016192,1,395,394
99,398,1.505289,1,395,395
99,399,1.505656,1,394,395
99,400,1.502854,1,395,394
