step,reward,transferred_from
0,11.488854,785
1,5.133812,
2,10.056082,
3,10.351499,
4,3.707826,
5,6.39661,
6,5.116037,
7,5.113017,
8,9.760803,
9,10.977927,
10,4.004086,
11,10.155436,
12,9.710439,
13,10.28357,
14,1.017755,
15,4.402717,
16,11.594926,785
17,12.214203,
18,12.111533,
19,4.778149,
20,11.340793,
21,6.976209,
22,11.383367,
23,10.91533,
24,7.11949,
25,12.318384,
26,11.498211,
27,11.249178,
28,10.381843,
29,8.943268,
30,11.116159,
31,0.878319,743
32,7.169894,
33,4.654501,
34,3.830952,
35,10.482917,
36,10.404161,
37,0.936245,
38,10.13223,
39,11.449447,
40,5.236924,
41,0.818146,
42,7.177874,
43,5.481849,
44,0.906898,
45,0.927685,
46,6.628561,743
47,9.034645,
48,4.920455,
49,8.726673,
50,5.02969,
51,11.280923,
52,4.928159,
53,4.967375,
54,8.307534,
55,6.979194,
56,11.615176,
57,10.418575,
58,11.545031,
59,9.693328,
60,10.287949,
61,8.238694,715
62,6.785832,
63,11.375676,
64,11.619864,
65,10.132403,
66,7.194947,
67,6.257391,
68,0.94634,
69,10.460504,
70,8.453672,
71,0.83362,
72,4.869321,
73,0.822129,
74,10.590994,
75,10.743792,
76,11.592307,785
77,11.585246,
78,11.44133,
79,11.245958,
80,11.563348,
81,12.202673,
82,12.317672,
83,11.38031,
84,11.579516,
85,9.065775,
86,8.651041,
87,11.600068,
88,0.869737,
89,10.887439,
90,6.532723,
91,5.243526,
92,9.689984,
93,11.601956,
94,9.413866,
95,0.850825,
96,5.189521,
97,11.596618,
98,12.436267,
99,10.930027,
100,8.723781,
101,9.071435,
102,3.669713,
103,12.35734,
104,7.053303,
105,7.955946,
106,7.29662,
107,10.163371,
108,3.671584,
109,7.573147,
110,0.947515,
111,0.91901,
112,11.598375,
113,10.622527,
114,10.338904,
115,9.831228,
116,7.217226,
117,7.605834,
118,11.233084,
119,12.492704,
120,9.136571,
121,9.110718,
122,11.59324,
123,8.539049,
124,6.37878,
125,6.239691,
126,10.185547,
127,7.205245,
128,9.453192,
129,3.666466,
130,10.502643,
131,5.11376,
132,9.097266,
133,9.106678,
134,6.886066,
135,10.754513,
136,5.977356,839
137,4.032843,
138,0.777325,
139,11.6006,
140,0.808042,
141,5.113491,
142,6.809061,
143,8.948556,
144,6.321429,
145,4.948721,
146,8.654759,
147,9.394178,
148,10.184519,
149,6.522898,
150,5.78723,
151,7.431697,
152,11.553566,
153,6.467507,
154,7.210105,
155,9.104496,
156,9.599177,
157,10.223357,
158,9.015881,
159,7.917418,
160,0.767668,
161,10.783531,
162,0.941148,
163,4.918331,
164,10.185756,
165,0.975631,
166,5.125858,839
167,11.595321,
168,10.402437,
169,5.113709,
170,10.102329,
171,6.2207,
172,6.320687,
173,5.114075,
174,9.293634,
175,8.354805,
176,5.427367,
177,6.004842,
178,5.062796,
179,6.529951,
180,8.507821,
181,10.481585,839
182,6.882672,
183,0.950098,
184,11.584192,
185,5.774682,
186,3.976674,
187,11.599196,
188,0.91574,
189,10.44048,
190,11.596771,
191,11.598222,
192,3.979198,
193,9.460135,
194,6.316644,
195,1.056264,
196,11.420362,
197,5.046499,
198,5.177873,
199,10.096506,
200,9.404688,
201,5.274118,
202,9.223202,
203,4.02328,
204,6.631895,
205,4.592654,
206,5.628066,
207,13.279366,
208,10.536559,
209,13.371318,
210,4.800895,
211,9.477358,
212,6.090807,
213,6.109423,
214,11.557758,
215,10.053183,
216,11.598342,
217,11.688729,
218,14.226524,
219,11.430339,
220,6.279465,
221,6.829393,
222,7.463926,
223,12.28422,
224,9.124397,
225,7.932249,
226,5.159698,
227,12.129208,
228,6.314335,
229,11.598639,
230,10.374506,
231,9.979945,
232,7.56553,
233,8.171727,
234,6.48569,
235,0.891965,
236,7.055795,
237,6.629688,
238,0.860273,
239,6.954642,
240,6.279534,
241,6.439764,828
242,4.579363,
243,3.678308,
244,0.861085,
245,1.013951,
246,9.658348,
247,5.163036,
248,6.299881,
249,5.096588,
250,5.152809,
251,11.594172,
252,4.948352,
253,5.391254,
254,11.755418,
255,9.910483,
256,5.175242,
257,8.570512,
258,10.480066,
259,11.373964,
260,6.920237,
261,4.99741,
262,9.091123,
263,4.807039,
264,5.174456,
265,5.17337,
266,8.49592,
267,5.175368,
268,9.11308,
269,4.990787,
270,11.369232,
271,9.306616,
272,4.590962,
273,10.44102,
274,4.341533,
275,0.918561,
276,5.175411,
277,10.177774,
278,0.736896,
279,4.362158,
280,5.955277,
281,4.763676,
282,6.648286,
283,8.128381,
284,9.664618,
285,0.826606,
286,0.643709,859
287,4.129576,
288,10.33736,
289,5.712784,
290,5.405181,
291,5.7114,
292,5.580136,
293,10.495078,
294,3.674936,
295,4.93223,
296,11.166986,
297,6.072489,
298,5.113357,
299,6.068313,
300,10.694049,
