step,score,transferred_from
0,15.15208,530
1,18.630363,
2,0.848276,
3,10.342801,
4,4.248574,
5,10.263602,
6,7.275625,
7,18.169825,
8,5.351374,
9,5.804836,
10,17.769413,
11,17.858537,
12,5.246454,
13,5.037774,
14,4.280804,
15,17.15508,
16,7.377037,
17,4.73177,
18,10.348267,
19,9.208201,
20,14.495483,
21,0.894426,
22,5.987473,
23,1.264927,
24,11.085374,
25,3.769035,
26,7.388714,
27,0.662671,
28,0.870909,
29,3.839954,
30,15.209899,
31,10.258934,
32,5.670777,
33,4.891692,
34,1.565691,
35,10.719199,
36,15.01827,
37,0.343583,
38,13.558766,
39,7.922292,
40,4.241339,
41,1.139761,
42,4.502195,
43,4.941486,
44,1.380596,
45,0.721773,
46,19.292257,559
47,6.027898,
48,11.476717,
49,6.112563,
50,11.076561,
51,18.719448,
52,0.978739,
53,5.538359,
54,1.460817,
55,10.720825,
56,1.4326,
57,5.603263,
58,1.429694,
59,11.892031,
60,18.153071,
61,11.737382,
62,19.085499,
63,10.428571,
64,6.471543,
65,7.750673,
66,1.529815,
67,1.37393,
68,1.21946,
69,2.394136,
70,5.364004,
71,1.366066,
72,6.107518,
73,1.265476,
74,1.509458,
75,5.314482,
76,1.579808,620
77,1.799398,
78,18.635142,
79,1.675373,
80,11.280425,
81,6.475886,
82,15.812671,
83,6.703756,
84,6.109443,
85,17.746766,
86,1.681049,
87,16.825992,
88,3.569837,
89,10.803344,
90,18.637961,
91,5.926633,
92,7.026527,
93,10.689955,
94,5.830183,
95,10.653738,
96,18.756224,
97,15.209633,
98,10.949846,
99,6.70249,
100,11.732593,
101,14.874008,
102,5.927032,
103,1.475246,
104,11.701706,
105,11.094892,
106,5.947068,
107,10.594698,
108,5.205734,
109,18.800243,
110,18.954125,
111,11.014142,
112,5.331887,
113,10.503073,
114,17.317709,
115,10.529711,
116,10.044715,
117,5.843207,
118,5.435402,
119,18.967801,
120,9.233583,
121,18.366001,
122,10.633666,
123,10.988136,
124,18.995134,
125,10.741194,
126,5.131833,
127,10.849477,
128,10.588774,
129,2.600351,
130,18.487635,
131,4.151838,
132,2.020349,
133,15.482608,
134,18.96279,
135,5.321984,
136,18.031798,
137,11.020756,
138,16.321299,
139,18.508413,
140,10.987083,
141,18.869179,
142,10.817502,
143,5.460015,
144,10.78295,
145,1.652893,
146,10.992484,
147,0.959937,
148,5.439702,
149,18.887848,
150,18.829186,
151,9.943691,
152,10.649368,
153,18.957584,
154,1.256207,
155,1.238957,
156,10.59571,
157,1.239685,
158,5.495132,
159,5.852527,
160,0.451148,
161,18.280555,
162,5.629928,
163,18.053004,
164,10.938486,
165,17.853604,
166,1.840076,
167,4.812789,
168,14.841985,
169,17.127612,
170,5.317823,
171,1.316781,
172,18.119348,
173,16.647483,
174,11.438619,
175,11.609822,
176,18.743407,
177,1.183605,
178,11.103412,
179,19.106926,
180,19.338099,
181,18.971425,
182,1.468093,
183,5.474012,
184,11.628432,
185,0.392979,
186,11.852885,
187,1.940789,
188,9.801826,
189,1.051295,
190,11.070697,
191,15.137813,
192,1.563709,
193,4.177577,
194,1.614609,
195,4.609438,
196,1.831679,
197,13.424937,
198,18.459843,
199,19.309404,
200,4.026652,
201,1.322364,
202,0.971089,
203,0.989109,
204,1.617568,
205,19.173494,
206,10.589124,
207,18.792932,
208,1.26213,
209,1.423897,
210,5.970111,
211,5.969733,
212,1.568244,
213,11.209134,
214,6.016209,
215,1.036099,
216,1.322825,
217,10.750255,
218,0.844066,
219,18.710664,
220,6.272815,
221,18.141339,
222,6.005668,
223,4.211797,
224,1.572675,
225,1.471713,
226,10.572888,
227,10.407945,
228,10.46525,
229,1.19603,
230,17.903008,
231,13.556229,
232,10.741751,
233,10.723285,
234,5.130597,
235,16.396447,
236,11.402381,
237,10.985697,
238,1.543254,
239,18.654938,
240,18.775148,
241,19.506945,622
242,14.570137,
243,18.123997,
244,5.794138,
245,14.544145,
246,5.691006,
247,12.06152,
248,11.062536,
249,11.940082,
250,11.06884,
251,11.61533,
252,5.234375,
253,19.793411,
254,6.773695,
255,5.163639,
256,10.362322,
257,11.070071,
258,11.012736,
259,16.435763,
260,12.024155,
261,5.713382,
262,11.516178,
263,10.070486,
264,14.669444,
265,11.367584,
266,11.576916,
267,9.578371,
268,6.118319,
269,6.294499,
270,5.615654,
271,15.594925,661
272,12.051699,
273,12.721514,
274,2.687878,
275,6.802346,
276,6.731977,
277,5.654474,
278,6.3067,
279,12.039195,
280,19.976672,
281,14.668951,
282,13.073501,
283,20.45338,
284,5.915084,
285,1.686247,
286,6.570094,
287,7.543256,
288,1.687282,
289,5.633118,
290,1.816981,
291,5.774422,
292,12.388503,
293,1.968988,
294,1.654283,
295,1.383418,
296,7.235009,
297,2.360327,
298,7.02055,
299,1.572836,
300,6.875596,
