generation,id,reward,species,parent1,parent2
8,400,0.5,2,247,337
8,271,0.749987538823478,1,205,205
8,208,0.7479158996241178,1,181,87
8,401,0.5,2,208,208
8,402,0.5056505447733363,1,271,271
8,403,0.5,1,208,208
8,404,0.5,1,271,208
8,405,0.7318709327185269,1,271,208
8,406,0.500013719504349,1,271,271
8,407,0.5210757171179593,1,208,271
8,408,0.6753655072875859,2,208,208
8,409,0.5,1,271,271
8,410,0.6651639949940535,1,208,208
8,411,0.5,1,208,208
8,412,0.5202349877632385,1,271,271
8,413,0.5,1,208,208
8,414,0.5,1,271,208
8,415,0.5,1,271,208
8,416,0.7411747344750075,1,271,271
8,417,0.5,2,208,271
8,418,0.5000256970853432,1,271,271
9,286,0.7497567329387971,2,240,247
9,377,0.7496563960064233,2,247,247
9,419,0.6412525009702068,2,286,377
9,420,0.5,2,332,332
9,421,0.5,2,390,390
9,422,0.5,2,390,286
9,423,0.5,2,390,332
9,424,0.5,2,332,286
9,425,0.5,2,332,286
9,426,0.6041228121930728,2,286,286
9,427,0.7294204762176333,2,286,377
9,428,0.5101576306327995,2,286,332
9,429,0.5,2,286,390
9,430,0.5,2,286,377
9,431,0.5,2,332,332
9,432,0.5,1,390,332
9,433,0.5413823635245807,1,377,286
9,434,0.6918174409595601,2,390,390
9,435,0.5,1,390,286
9,436,0.5,2,286,286
9,437,0.7006070268439112,1,286,377
9,438,0.5,2,332,286
9,439,0.5,1,377,286
9,440,0.5085261409115871,1,390,390
9,441,0.5,1,286,286
9,442,0.7475741929300608,2,377,377
9,443,0.5,2,377,286
9,444,0.6947736404051015,1,377,332
9,445,0.5,2,286,390
9,446,0.7200204287599501,1,377,286
9,271,0.749987538823478,1,205,205
9,208,0.7479158996241178,1,181,87
9,447,0.5141361914270051,1,208,208
9,448,0.5171225078032099,2,208,208
9,449,0.7453328964629129,1,271,271
9,450,0.6215805986086351,1,271,208
9,451,0.5,2,208,271
9,452,0.7181002776601002,1,271,271
9,453,0.6158440218804029,1,208,208
9,454,0.6894840124460675,2,271,208
9,455,0.5491672089828514,2,208,271
9,456,0.5,1,271,208
9,457,0.6608892423071973,1,271,208
9,458,0.7409731162510265,1,208,208
9,459,0.5,2,271,271
9,460,0.7183861570208978,2,271,271
9,461,0.7393419080703355,1,208,271
9,462,0.5151766075446524,1,208,271
9,463,0.5,1,271,208
9,464,0.5,2,208,208
10,286,0.7497567329387971,2,240,247
10,377,0.7496563960064233,2,247,247
10,465,0.6467849467223683,2,286,286
10,466,0.568898203356037,2,286,286
10,467,0.7235957192349733,2,286,286
10,468,0.5,2,377,286
10,469,0.5,1,377,286
10,470,0.5,1,377,377
10,471,0.5,1,442,286
10,472,0.5,2,286,442
10,473,0.5905685383692281,2,377,442
10,474,0.5,2,442,286
10,475,0.5,2,442,442
10,476,0.5,2,377,286
10,477,0.5,1,286,286
10,478,0.503206087670093,1,377,286
10,479,0.5,2,442,286
10,480,0.5,2,377,286
10,481,0.6871068057566521,2,442,442
10,482,0.5203716494175528,1,442,286
10,483,0.5,2,377,286
10,484,0.50140571093599,2,442,377
10,485,0.6113279819176515,1,377,442
10,271,0.749987538823478,2,205,205
10,208,0.7479158996241178,2,181,87
10,486,0.5343896546253142,2,208,449
10,487,0.5,1,271,271
10,488,0.749590611294817,2,449,208
10,489,0.5,2,208,208
10,490,0.5,2,208,271
10,491,0.5012659218217101,1,271,271
10,492,0.5387089330668587,1,271,208
10,493,0.5285800619868134,1,208,449
10,494,0.5,2,271,208
10,495,0.7090019305167892,2,208,208
10,496,0.7452140562590749,2,208,208
10,497,0.5,2,208,271
10,498,0.6799469698258279,2,208,449
10,499,0.5818995445290557,2,271,271
10,500,0.5,2,449,208
10,501,0.715987680290544,2,449,208
10,502,0.5762771553250567,1,208,208
10,503,0.5,2,271,449
10,504,0.5,2,271,208
10,505,0.7062144764705235,2,208,208
10,506,0.621478603464029,2,271,208
10,507,0.5,2,208,208
10,508,0.5039646304855456,1,449,271
10,509,0.5,2,449,208
10,510,0.7337406499969233,2,271,208
11,485,0.6113279819176515,1,377,442
11,502,0.5762771553250567,1,208,208
11,511,0.5158728445145415,1,502,502
11,512,0.5,1,485,502
11,513,0.5,1,502,502
11,514,0.5,1,485,485
11,515,0.5892619780268668,1,485,485
11,516,0.5,1,502,485
11,517,0.5077025361054216,1,502,485
11,518,0.5115537196106512,1,502,485
11,519,0.5,2,485,485
11,271,0.749987538823478,1,205,205
11,286,0.7497567329387971,1,240,247
11,520,0.5,1,377,488
11,521,0.5,1,377,488
11,522,0.5,1,377,377
11,523,0.7374326840934168,1,271,488
11,524,0.5,1,286,377
11,525,0.5,2,488,286
11,526,0.5,1,271,377
11,527,0.744374021193779,1,271,377
11,528,0.6815934871593629,1,286,286
11,529,0.5104539848830292,2,271,286
11,530,0.6185413109527963,1,271,271
11,531,0.5,1,377,286
11,532,0.5,1,377,377
11,533,0.5,1,488,271
11,534,0.5514553053510569,1,286,271
11,535,0.5114889924260958,1,377,377
11,536,0.7159276006018357,1,377,488
11,537,0.7322547592641253,1,286,488
11,538,0.5092945449417656,1,271,488
11,539,0.5,2,488,286
11,540,0.5,2,488,286
11,541,0.5,1,271,377
11,542,0.6276468760892291,1,286,377
11,543,0.5,1,377,286
11,544,0.5991456258695829,1,377,271
11,545,0.5,1,286,488
11,546,0.5,1,377,286
11,547,0.5,1,377,286
11,548,0.6264810379149368,1,377,271
11,549,0.5,1,377,488
11,550,0.5128297293719952,1,377,286
11,551,0.5203201805179181,1,271,286
11,552,0.5,1,488,286
11,553,0.517921682107374,1,377,488
11,554,0.5,1,286,488
11,555,0.5100570118505776,1,271,286
11,556,0.5,1,377,286
12,529,0.5104539848830292,2,271,286
12,539,0.5,2,488,286
12,557,0.5,1,539,539
12,271,0.749987538823478,1,205,205
12,286,0.7497567329387971,1,240,247
12,558,0.5,1,527,523
12,559,0.7489734227990343,1,286,537
12,560,0.5,1,527,286
12,561,0.7465675144237618,1,537,523
12,562,0.5138118759130564,2,286,286
12,563,0.5,1,271,523
12,564,0.7270352169675889,1,527,537
12,565,0.5,1,523,537
12,566,0.5101690327210182,1,527,527
12,567,0.5,2,271,271
12,568,0.5365114327547472,1,537,271
12,569,0.5,1,537,527
12,570,0.6266111237632584,1,271,537
12,571,0.5,2,537,523
12,572,0.536373233294857,1,271,286
12,573,0.5791876535947731,1,523,286
12,574,0.5,1,286,286
12,575,0.5,1,271,286
12,576,0.5,1,537,523
12,577,0.5005351456284837,1,527,271
12,578,0.683099954594323,1,527,527
12,579,0.5,1,286,286
12,580,0.5,1,286,527
12,581,0.5,1,537,527
12,582,0.5,1,527,286
12,583,0.5151072849077516,1,537,271
12,584,0.5,1,286,537
12,585,0.7429136906390932,1,527,286
12,586,0.5307683117433601,1,271,527
12,587,0.5,2,527,286
12,588,0.5369501387527345,2,527,271
12,589,0.6216296243899557,1,523,286
12,590,0.5,1,523,527
12,591,0.5,1,537,286
12,592,0.5,2,523,523
12,593,0.5,1,286,523
12,594,0.5000835605706195,1,271,523
12,595,0.5856104129252816,1,527,537
12,596,0.5016975100154059,1,537,286
12,597,0.5,1,527,271
12,598,0.6326541036122502,1,286,271
12,599,0.5,1,527,271
12,600,0.5,1,286,286
12,601,0.5352163522539799,1,286,286
12,602,0.5,1,286,537
13,588,0.5369501387527345,2,527,271
13,562,0.5138118759130564,2,286,286
13,603,0.5,2,562,562
13,604,0.5,2,588,588
13,605,0.5023279775266396,2,588,562
13,606,0.5,2,588,588
13,607,0.5,2,588,588
13,271,0.749987538823478,1,205,205
13,286,0.7497567329387971,1,240,247
13,608,0.6951323447973015,1,561,271
13,609,0.5,2,286,271
13,610,0.6490355056236594,1,286,585
13,611,0.5,2,585,561
13,612,0.5,1,286,286
13,613,0.5,1,561,271
13,614,0.5,1,286,585
13,615,0.5,1,585,585
13,616,0.5,1,286,559
13,617,0.6644290037711578,1,559,585
13,618,0.7224277017446017,1,559,561
13,619,0.5,1,559,286
13,620,0.6410473228561072,1,559,561
13,621,0.5,2,559,559
13,622,0.6715521848228909,1,271,585
13,623,0.5944643569773642,1,559,585
13,624,0.5731555503619925,1,585,585
13,625,0.5,2,561,585
13,626,0.6997306524543665,1,559,271
13,627,0.5,1,561,271
13,628,0.5914797553462676,2,561,561
13,629,0.5434036482475861,1,561,585
13,630,0.5,2,561,271
13,631,0.6512457772992337,1,585,585
13,632,0.5,1,271,286
13,633,0.5,2,559,561
13,634,0.5,1,271,271
13,635,0.6658581877015375,1,585,286
13,636,0.5742960040533416,1,559,286
13,637,0.5570561378382364,1,271,286
13,638,0.5,1,286,561
13,639,0.7491236826620776,1,271,559
13,640,0.5,2,585,286
13,641,0.6531941515706174,1,585,559
13,642,0.7462242886648877,1,585,559
13,643,0.5,1,559,559
13,644,0.5014115127863765,1,271,286
13,645,0.556493874581365,1,271,286
13,646,0.5,1,559,286
13,647,0.5,1,271,585
13,648,0.5449220575004015,1,585,561
14,628,0.5914797553462676,2,561,561
14,588,0.5369501387527345,2,527,271
14,649,0.5,2,628,588
14,650,0.5928841927354528,2,588,628
14,651,0.5,2,588,588
14,652,0.5,2,588,628
14,653,0.6130087316769917,2,628,588
14,654,0.5,1,628,628
14,655,0.5470665069075287,2,588,588
14,656,0.5,2,588,628
14,271,0.749987538823478,1,205,205
14,286,0.7497567329387971,1,240,247
14,657,0.5,2,639,286
14,658,0.5004272180497891,1,639,639
14,659,0.725556985411996,1,286,642
14,660,0.5301046564726963,1,286,271
14,661,0.5,1,642,286
14,662,0.7252354084282239,2,286,271
14,663,0.5,1,286,639
14,664,0.5,1,642,639
14,665,0.5708688182690997,1,639,642
14,666,0.5616337560722053,1,271,286
14,667,0.710903114934299,1,639,639
14,668,0.5247936184590994,1,642,639
14,669,0.5,1,286,286
14,670,0.5,2,286,642
14,671,0.5,2,639,271
14,672,0.533993949430092,1,639,271
14,673,0.5093231187080668,2,286,639
14,674,0.5,2,639,271
14,675,0.5,1,642,271
14,676,0.5,1,639,286
14,677,0.5,1,639,639
14,678,0.7413625657881623,1,642,271
14,679,0.5259015711376451,1,639,271
14,680,0.6108528463823741,1,642,642
14,681,0.6324694005565867,1,271,271
14,682,0.5569346433674247,1,271,642
14,683,0.5017916590106271,1,271,639
14,684,0.6242812051992795,1,642,286
14,685,0.5085958905845991,1,639,639
14,686,0.5,1,639,642
14,687,0.5,1,639,271
14,688,0.5,2,642,639
14,689,0.5,1,286,639
14,690,0.5,1,639,286
14,691,0.5,2,271,271
14,692,0.5,1,639,286
14,693,0.5,1,286,286
14,694,0.5,1,271,642
15,662,0.7252354084282239,2,286,271
15,653,0.6130087316769917,2,628,588
15,695,0.73572431730563,2,653,653
15,696,0.500001891572414,2,653,653
15,697,0.5,1,662,662
15,698,0.5484342409402259,2,653,662
15,699,0.5188804045355477,2,662,662
15,700,0.7499541954489797,2,662,662
15,701,0.5,2,653,653
15,702,0.5132858526273405,2,653,653
15,703,0.7423075835534494,2,653,653
15,704,0.5,2,653,653
15,705,0.6125471457477545,2,653,662
15,706,0.5,2,653,653
15,707,0.5,2,653,662
15,708,0.7144813134929981,2,653,653
15,709,0.5002694059099171,2,653,662
15,710,0.5,2,653,662
15,271,0.749987538823478,2,205,205
15,286,0.7497567329387971,1,240,247
15,711,0.5,1,678,286
15,712,0.5,2,659,286
15,713,0.7309063697955791,2,271,271
15,714,0.5441402519439211,2,286,271
15,715,0.7497874073794369,1,659,286
15,716,0.7060964750326175,1,286,678
15,717,0.5,2,678,271
15,718,0.570113019610647,1,678,286
15,719,0.5,2,271,286
15,720,0.6847781322818994,2,271,659
15,721,0.5062729479303707,2,271,659
15,722,0.5,1,678,286
15,723,0.7309287468837847,1,286,286
15,724,0.7414719560400604,2,659,271
15,725,0.5557140701637351,2,271,271
15,726,0.5,2,271,659
15,727,0.5000000000022472,1,286,659
15,728,0.7322656367050561,1,286,659
15,729,0.607929530678143,2,271,286
15,730,0.5,2,678,286
15,731,0.501504605486955,2,271,271
15,732,0.7261577362760634,2,271,271
15,733,0.6959525334447764,2,678,659
15,734,0.7479526198126063,1,286,659
15,735,0.7497231113659075,2,678,659
15,736,0.5583786920187644,2,271,286
15,737,0.7445529754688925,2,286,271
15,738,0.5,2,678,286
15,739,0.5,2,659,286
15,740,0.5554613314400532,2,286,271
16,715,0.7497874073794369,1,659,286
16,286,0.7497567329387971,1,240,247
16,741,0.5332080197580363,2,286,715
16,742,0.5,2,286,715
16,743,0.5,1,715,715
16,744,0.5426780807300611,1,715,286
16,745,0.5,2,715,286
16,746,0.5,1,286,715
16,747,0.6808764108447883,1,286,286
16,748,0.5856319063330009,2,715,286
16,749,0.5,1,715,715
16,750,0.7498654457583029,1,286,286
16,751,0.5,2,715,286
16,752,0.5,2,286,286
16,753,0.6955650727280769,1,286,715
16,754,0.7391692734694979,1,715,715
16,755,0.5,1,715,715
