step,score,transferred_from
0,6.84027,679
1,6.685644,
2,6.808296,
3,2.618767,
4,2.524319,
5,7.027713,
6,19.585478,
7,6.617137,
8,2.664367,
9,2.75893,
10,2.824093,
11,6.769769,
12,6.734839,
13,12.676553,
14,19.101115,
15,7.05787,
16,6.944633,
17,2.687152,
18,2.540109,
19,3.365827,
20,2.273566,
21,3.66844,
22,2.274047,
23,18.596817,
24,10.815943,
25,2.699014,
26,3.061107,
27,18.391746,
28,17.430984,
29,3.6989,
30,1.848964,
31,17.982862,
32,2.219528,
33,18.149311,
34,2.685936,
35,2.248453,
36,20.09974,
37,17.588123,
38,18.52596,
39,4.098116,
40,3.062834,
41,3.881001,
42,3.522294,
43,3.641558,
44,16.284987,
45,3.751385,
46,20.172165,
47,2.848135,
48,-0.555293,
49,19.582165,
50,2.872809,
51,2.817162,
52,13.144668,
53,2.772734,
54,2.848642,
55,3.354721,
56,2.926731,
57,3.522285,
58,3.11587,
59,14.271029,
60,3.778465,
61,2.120024,696
62,18.616465,
63,2.601372,
64,2.422171,
65,15.10556,
66,2.69966,
67,3.237604,
68,3.267884,
69,3.781225,
70,3.866439,
71,3.340739,
72,18.476174,
73,2.466776,
74,3.547678,
75,3.786507,
76,1.542828,622
77,-0.640486,
78,-1.292627,
79,0.797034,
80,0.621696,
81,-0.400136,
82,0.61914,
83,0.709698,
84,-0.214914,
85,-0.88749,
86,-1.270044,
87,-0.518238,
88,-0.417608,
89,-0.224243,
90,-0.638714,
91,14.600331,696
92,2.145583,
93,2.973242,
94,19.011538,
95,2.488822,
96,1.661292,
97,2.578766,
98,3.087039,
99,2.408479,
100,2.930095,
101,19.104373,
102,18.578263,
103,18.800102,
104,16.010059,
105,18.472784,
106,4.09105,
107,3.115997,
108,2.965765,
109,18.089606,
110,17.864733,
111,14.106591,
112,2.91963,
113,2.232037,
114,2.638893,
115,3.499509,
116,2.974012,
117,6.586111,
118,7.073066,
119,2.330945,
120,2.842106,
121,2.904386,661
122,3.334519,
123,3.167728,
124,3.547126,
125,2.602566,
126,15.751557,
127,3.705393,
128,3.782792,
129,3.743328,
130,3.528202,
131,3.900494,
132,2.568613,
133,2.978467,
134,2.986637,
135,3.500949,
136,2.017826,679
137,1.940901,
138,2.152214,
139,2.217374,
140,13.982694,
141,14.157139,
142,16.584241,
143,17.021395,
144,2.218093,
145,2.542513,
146,16.911749,
147,18.209032,
148,19.622959,
149,7.082331,
150,16.878506,
151,19.093347,
152,18.964932,
153,2.264222,
154,18.992911,
155,2.179138,
156,14.468844,
157,3.430895,
158,2.151352,
159,2.382625,
160,3.510124,
161,3.498745,
162,2.770184,
163,3.617102,
164,3.662943,
165,3.534841,
166,1.951831,679
167,12.738718,
168,18.9931,
169,18.875424,
170,2.034542,
171,1.713425,
172,3.175834,
173,18.14013,
174,19.445299,
175,2.193229,
176,1.952247,
177,2.434823,
178,2.56905,
179,18.625433,
180,1.958945,
181,2.194809,714
182,3.014784,
183,2.638619,
184,4.001646,
185,2.817817,
186,2.795562,
187,3.247988,
188,2.733113,
189,19.249407,
190,6.248577,
191,2.914933,
192,15.805398,
193,2.768527,
194,6.439927,
195,13.439702,
196,2.641564,
197,2.608187,
198,2.315393,
199,2.319224,
200,2.680389,
201,2.227398,
202,6.537323,
203,2.255307,
204,6.446821,
205,2.279562,
206,2.83468,
207,6.346732,
208,2.471442,
209,15.575372,
210,2.3605,
211,2.372015,
212,2.9072,
213,1.996684,
214,2.829271,
215,2.826901,
216,2.840405,
217,6.606065,
218,2.942224,
219,2.979659,
220,19.372272,
221,2.918733,
222,2.860545,
223,2.519095,
224,2.835253,
225,2.882639,
226,2.13336,705
227,16.159663,
228,2.183453,
229,16.039886,
230,2.271353,
231,17.054862,
232,2.575747,
233,9.024526,
234,3.720673,
235,17.597262,
236,2.181447,
237,2.464411,
238,2.096742,
239,2.011022,
240,18.053658,
241,-0.183091,
242,-0.480347,
243,3.191614,
244,2.418521,
245,19.212106,
246,16.209758,
247,18.103041,
248,2.953779,
249,16.642361,
250,2.089446,
251,18.562067,
252,2.21202,
253,15.10509,
254,3.155337,
255,1.864454,
256,17.71767,
257,2.721135,
258,18.48555,
259,17.385866,
260,16.916163,
261,2.88632,
262,-0.822638,
263,-0.516646,
264,2.872764,
265,-0.634392,
266,19.019489,
267,-0.601159,
268,2.237846,
269,2.970934,
270,17.270338,
271,3.811508,
272,1.187425,
273,19.27543,
274,2.862982,
275,18.286612,
276,4.731227,
277,2.076042,
278,3.152379,
279,3.850403,
280,18.067373,
281,2.685735,
282,17.214362,
283,15.542977,
284,3.463583,
285,1.82895,
286,14.21783,744
287,6.911648,
288,-0.81073,
289,-0.910941,
290,3.331049,
291,3.18002,
292,-0.912013,
293,3.277133,
294,-0.536124,
295,3.247247,
296,-0.875833,
297,2.091587,
298,3.205933,
299,-0.987564,
300,14.951218,
