generation,id,novelty,score,species,parent1,parent2
418,74197,0.5459222043357094,4.077141,16,72383,74002
419,74197,0.5402151739569901,4.077141,16,72383,74002
420,74197,0.5365160475197427,4.077141,16,72383,74002
421,74197,0.5417053134348969,4.077141,16,72383,74002
422,74197,0.5388746128714162,4.077141,16,72383,74002
423,74197,0.5459222043357094,4.077141,16,72383,74002
424,74197,0.5412777009682929,4.077141,16,72383,74002
425,74197,0.5179614209597078,4.077141,16,72383,74002
426,74197,0.5459222043357094,4.077141,16,72383,74002
427,74197,0.5047164156722409,4.077141,16,72383,74002
428,74197,0.5418823359744597,4.077141,16,72383,74002
429,74197,0.5459222043357094,4.077141,16,72383,74002
430,74197,0.5448902152915965,4.077141,16,72383,74002
431,74197,0.5295408669045828,4.077141,16,72383,74002
432,74197,0.5420912688452046,4.077141,16,72383,74002
433,74197,0.5215747972867468,4.077141,16,72383,74002
434,74197,0.5448902152915965,4.077141,16,72383,74002
435,74197,0.5194519703068587,4.077141,16,72383,74002
436,74197,0.5448902152915965,4.077141,16,72383,74002
437,74197,0.5438621205457633,4.077141,16,72383,74002
438,74197,0.5143876478700564,4.077141,16,72383,74002
439,83883,0.31762728382492966,1.70497,18,83690,83507
440,84246,0.40439572827617276,2.745389,16,84042,83857
441,84422,0.45917335631247125,2.141631,16,84210,83857
442,84641,0.47925447756814993,2.804043,16,84454,83861
443,84846,0.41751001052460257,1.687058,16,84634,83857
444,84885,0.346243581767139,1.67751,18,84721,84677
445,85190,0.38466567394897805,1.594921,16,85027,83857
446,85361,0.468770738484205,2.915022,16,83861,83861
447,85236,0.33557192181180706,1.714946,19,85063,85073
448,85621,0.3296634282925281,1.725375,19,85533,85530
449,85892,0.3754474893854546,1.706917,19,85073,85670
450,85882,0.4096376716508741,1.597109,19,85656,85632
451,86340,0.43750566971720317,2.671478,16,86164,83861
452,86527,0.4124856242660066,1.678339,16,86358,86356
453,86701,0.39636307997959186,2.75124,18,85677,85677
454,86863,0.42713603416177753,1.703768,19,86598,86612
455,87137,0.40188074056344114,1.720186,16,86945,86945
456,87187,0.3276537618470786,1.701835,19,86996,86996
457,87536,0.3723486905786455,1.668688,16,87298,87298
458,87711,0.3719602555930419,1.782899,16,87519,87539
459,87795,0.33301456582406386,1.744133,19,87169,87668
460,88103,0.43415515813152133,1.666779,16,87907,87893
461,88294,0.46409471425942117,2.702978,16,87295,88088
462,88121,0.36660043561848493,1.720909,19,88055,88043
463,88656,0.4312362571843466,6.581814,16,88446,88491
464,88851,0.42197327774382576,2.950818,16,88648,88648
465,89029,0.36650378465445616,1.709197,16,88859,83861
466,89164,0.4312319027537815,2.624975,17,88888,88908
467,89455,0.4456744610123272,2.496337,16,89256,89230
468,89233,0.4318537199755521,1.673983,16,89069,89041
469,89793,0.3919914382201095,1.665997,19,87659,89548
470,89373,0.48637432907397343,1.658745,19,89176,89176
471,89373,0.49473580955296953,1.658745,19,89176,89176
472,90353,0.41317216544546537,1.679559,19,89373,90167
473,90589,0.46704141272238014,5.451664,16,90397,90398
474,89373,0.4329793522725127,1.658745,19,89176,89176
475,89373,0.4419031508274786,1.658745,19,89176,89176
476,89373,0.4379627090926414,1.658745,19,89176,89176
477,89373,0.46359820664082757,1.658745,19,89176,89176
478,89373,0.39624264110357665,1.658745,19,89176,89176
479,91611,0.37037499988293654,1.680165,19,91319,91560
480,91914,0.341527423642837,1.659163,19,91560,91319
481,92114,0.412988524440741,1.589213,19,91922,91904
482,92283,0.39960695626641907,1.669516,18,92038,92019
483,92366,0.35580661392643725,1.615114,19,91922,92244
484,92645,0.3595227981653404,1.673244,18,92439,92479
485,92791,0.3948779755682513,1.661569,19,92569,92578
486,93118,0.3678373244889535,1.5101,17,92933,92900
487,93335,0.39146561891697707,2.08928,17,93134,93134
488,93378,0.395117823537939,1.517878,19,93175,93189
489,93623,0.44016242900723007,1.673487,18,93238,93413
490,93727,0.3700299954271464,1.694196,19,93533,93534
491,93533,0.44371874176116893,1.661765,19,93370,93376
492,93533,0.4278161409907175,1.661765,19,93370,93376
493,94362,0.38878203608347994,1.613449,18,93944,94260
494,94611,0.4087855394174013,2.819948,19,94433,94378
495,94712,0.3721239835524699,1.709931,18,94260,94509
496,94970,0.40928346698517243,1.650862,19,94589,94784
497,95095,0.3778474136261203,1.68316,18,94914,94930
498,95376,0.31953311261872247,1.639643,18,95098,94913
499,95583,0.3804302026567315,1.641608,19,95345,95313
