step,reward,transferred_from
0,9.019473,628
1,0.945514,
2,1.576539,
3,1.551859,
4,4.72226,
5,5.577719,
6,1.667007,
7,1.953667,
8,1.828943,
9,4.37216,
10,6.491344,
11,3.743318,
12,1.843101,
13,4.045005,
14,5.720279,
15,9.420487,
16,9.302227,
17,0.570143,
18,1.059575,
19,1.943688,
20,10.139162,
21,1.689955,
22,6.156635,
23,4.387015,
24,7.099769,
25,5.325617,
26,4.455357,
27,0.969884,
28,4.367809,
29,5.15686,
30,6.273062,
31,6.86033,577
32,9.01965,
33,-1.41357,
34,10.237679,
35,7.60989,
36,6.057266,
37,4.372386,
38,4.883978,
39,7.264066,
40,6.38151,
41,0.925436,
42,10.224031,
43,7.06747,
44,1.465379,
45,4.990962,
46,1.502665,
47,5.929708,
48,9.337946,
49,0.960132,
50,4.365818,
51,2.981228,
52,0.781172,
53,6.923436,
54,3.420107,
55,-1.429898,
56,1.42352,
57,3.202066,
58,1.53176,
59,3.390529,
60,1.059495,
61,8.970084,584
62,9.415204,
63,6.389127,
64,-1.237932,
65,-1.240376,
66,8.30418,
67,2.933259,
68,7.233175,
69,5.0592,
70,3.887909,
71,-1.251992,
72,5.585233,
73,0.671098,
74,3.94547,
75,2.335519,
76,3.922636,643
77,1.877222,
78,4.613296,
79,5.04786,
80,6.908263,
81,4.096406,
82,4.533136,
83,4.616579,
84,4.238373,
85,2.706379,
86,3.419885,
87,0.938539,
88,0.996767,
89,5.140855,
90,6.749576,
91,2.973454,
92,4.808182,
93,2.527954,
94,6.170998,
95,5.357662,
96,1.388134,
97,2.168242,
98,1.424063,
99,3.947918,
100,2.170681,
101,1.686176,
102,6.527541,
103,11.061887,
104,1.536867,
105,7.98766,
106,4.27897,
107,1.52649,
108,0.955653,
109,4.937652,
110,3.676383,
111,4.675297,
112,4.668269,
113,-1.271921,
114,10.163073,
115,9.643441,
116,6.420074,
117,8.193089,
118,6.196809,
119,6.149073,
120,6.761662,
121,6.758888,680
122,4.185847,
123,2.28209,
124,3.492587,
125,2.237968,
126,7.19725,
127,5.982095,
128,3.383112,
129,1.883108,
130,9.851177,
131,3.420712,
132,7.020199,
133,-1.236344,
134,1.510082,
135,1.065464,
136,5.95352,611
137,1.457801,
138,4.357557,
139,0.766742,
140,4.989803,
141,3.63126,
142,1.849081,
143,5.074107,
144,1.944812,
145,10.36668,
146,3.887717,
147,4.015737,
148,5.098726,
149,0.748999,
150,4.413936,
151,6.374681,637
152,6.030837,
153,6.905351,
154,5.82045,
155,3.100717,
156,6.146469,
157,7.858962,
158,7.459425,
159,6.864615,
160,9.027504,
161,7.972486,
162,5.93239,
163,4.630413,
164,5.807574,
165,6.954153,
166,10.807567,
167,10.248874,
168,6.171817,
169,10.313168,
170,4.668266,
171,6.916305,
172,3.727922,
173,5.164426,
174,4.227682,
175,7.118336,
176,7.778897,
177,1.946599,
178,1.455171,
179,6.801584,
180,7.117646,
181,4.960183,
182,5.620956,
183,5.606895,
184,6.846185,
185,6.447381,
186,1.444027,
187,8.554983,
188,5.662354,
189,1.069433,
190,7.198797,
191,8.060399,
192,1.44099,
193,5.790986,
194,7.164515,
195,8.456044,
196,7.178743,
197,1.075401,
198,7.057566,
199,1.438412,
200,4.183078,
201,1.078375,
202,1.431388,
203,1.961364,
204,6.612939,
205,6.081887,
206,7.076296,
207,1.420667,
208,8.974844,
209,7.024174,
210,3.935395,
211,6.305126,
212,1.081274,
213,7.376456,
214,5.827632,
215,1.085728,
216,1.123323,
217,7.068777,
218,6.863903,
219,6.534475,
220,4.434127,
221,7.054121,
222,4.653166,
223,5.09834,
224,4.129828,
225,7.220438,
226,7.43825,
227,7.036012,
228,6.642746,
229,7.260219,
230,5.881219,
231,3.890958,
232,3.638802,
233,7.804694,
234,8.291404,
235,7.476047,
236,5.426049,
237,8.174936,
238,4.44664,
239,4.848075,
240,6.963036,
241,5.000678,
242,4.633813,
243,5.109924,
244,4.110258,
245,7.020622,
246,4.821016,
247,5.491509,
248,4.23838,
249,8.380228,
250,6.482911,
251,5.747803,
252,7.376194,
253,3.807963,
254,4.384421,
255,6.286438,
256,4.889999,
257,7.150622,
258,3.810088,
259,3.983866,
260,4.59545,
261,7.346118,
262,0.651668,
263,6.918697,
264,6.917163,
265,11.032442,
266,5.682775,
267,7.469089,
268,4.679177,
269,7.081024,
270,5.119531,
271,6.966103,
272,5.628555,
273,5.679603,
274,4.851803,
275,4.430485,
276,3.816404,
277,3.800345,
278,3.720106,
279,10.809235,
280,3.793966,
281,6.676386,
282,7.1195,
283,6.423974,
284,8.917289,
285,7.950221,
286,4.133246,703
287,4.491595,
288,5.559417,
289,5.765426,
290,1.762695,
291,3.948637,
292,5.638287,
293,5.706218,
294,1.90169,
295,1.000467,
296,9.766541,
297,2.104369,
298,1.821912,
299,4.299608,
300,1.55279,
