generation,id,novelty,score,species,parent1,parent2
0,24,67.68990543424239,0.7325023239392674,1,-1,-1
1,458,65.33959757906602,0.7530243359682581,3,245,65
2,741,35.126055659857215,0.7560780982664008,3,495,463
3,1083,24.2044150577056,0.7616865555590983,3,674,801
4,1277,27.516112936641274,0.7622844883305827,1,1154,1058
5,1728,19.664795251185975,0.7597064059557352,3,1430,1412
6,1973,22.085606281356107,0.7611894354821566,1,1715,1561
7,2079,17.937831862702858,0.7601132900984822,4,1914,1932
8,2182,30.790026659045775,0.7593447616526929,1,1954,1942
9,2793,19.631900391650007,0.7623014182872672,1,2393,2383
10,3154,20.99500505663162,0.7610414618423205,3,2893,2764
11,3428,28.654939631673667,0.7594423734999712,3,3017,2997
12,3738,20.816554571863527,0.7616713546411856,3,3483,3483
13,4012,22.972217784309585,0.7550786323278603,3,3467,3467
14,4198,18.065315739633288,0.7626418299875612,1,3696,3871
15,4449,28.068886838610183,0.7620102349850282,3,4259,4140
16,4853,22.640779111967767,0.7623260836783481,1,3880,4477
17,4449,17.77995229880779,0.7620102349850282,4,4259,4140
18,5297,36.675265335479416,0.7512817772960191,4,5014,5051
19,5612,17.823921241489327,0.7537739716013047,1,5297,5371
20,5802,23.536952188828327,0.7611755730076436,4,5632,5770
21,6189,21.228786561064034,0.762372969073674,1,5936,5819
22,6495,28.414522060482746,0.7601288315379673,3,6168,6197
23,6936,20.855711321229332,0.7474104617635368,5,6476,6590
24,7093,22.35561810388652,0.7603839899921729,3,6785,6779
25,7509,63.76066584515308,1.0,5,7194,7206
